Spectral index,fixed,ts,$-2\Delta$ LLH,nb,Flux normalization relative to baseline flux
2.729540633545834,Flux normalization relative to baseline flux,4907.856612022773,2.168995889245707,1.0203603419170426,0.38571428571428573
2.7489558115510677,Flux normalization relative to baseline flux,4907.599569664518,1.911953530990104,1.018860375789462,0.41224489795918373
2.767591305408809,Flux normalization relative to baseline flux,4907.363849696508,1.6762335629800873,1.0173878505967406,0.4387755102040817
2.7855293727773427,Flux normalization relative to baseline flux,4907.147886903248,1.4602707697204096,1.0159418685516874,0.4653061224489796
2.8028199764982977,Flux normalization relative to baseline flux,4906.950355187033,1.2627390535053564,1.0145126641958035,0.49183673469387756
2.81960492406133,Flux normalization relative to baseline flux,4906.770122446524,1.0825063129959744,1.0130975716651849,0.5183673469387755
2.8356946711082713,Flux normalization relative to baseline flux,4906.606214071231,0.9185979377034528,1.0117103176900515,0.5448979591836736
2.851352280814594,Flux normalization relative to baseline flux,4906.457788710708,0.7701725771803467,1.0103314494781432,0.5714285714285714
2.866552927658636,Flux normalization relative to baseline flux,4906.32411369281,0.6364975592823612,1.008965579132344,0.5979591836734695
2.8813060101671972,Flux normalization relative to baseline flux,4906.204549293073,0.5169331595452604,1.0076106519705779,0.6244897959183674
2.895637684822473,Flux normalization relative to baseline flux,4906.098534444232,0.4109183107048011,1.0062652142469855,0.6510204081632653
2.9095635113208504,Flux normalization relative to baseline flux,4906.005575322884,0.31795918935677037,1.00492807169231,0.6775510204081634
2.923125520485919,Flux normalization relative to baseline flux,4905.925235889208,0.2376197556804982,1.0035983651042,0.7040816326530612
2.9363167657849445,Flux normalization relative to baseline flux,4905.857130053649,0.16951392012106226,1.0022749870324614,0.7306122448979593
2.949153707546269,Flux normalization relative to baseline flux,4905.800915024424,0.11329889089665812,1.0009569031822627,0.7571428571428571
2.9616520612460695,Flux normalization relative to baseline flux,4905.756285714912,0.06866958138471091,0.9996436894181382,0.7836734693877552
2.9738194038996038,Flux normalization relative to baseline flux,4905.722969950268,0.03535381674009841,0.9983342328577917,0.8102040816326532
2.9856642818651693,Flux normalization relative to baseline flux,4905.700724346043,0.013108212515362538,0.9970280954090592,0.8367346938775511
2.997185561826053,Flux normalization relative to baseline flux,4905.689330745618,0.001714612089926959,0.9957231034649189,0.8632653061224491
3.0084092782325618,Flux normalization relative to baseline flux,4905.68859309455,0.0009769610223884229,0.9944250298619004,0.889795918367347
3.019341148760716,Flux normalization relative to baseline flux,4905.698334737873,0.010718604345129279,0.9931251380296175,0.916326530612245
3.029973817316028,Flux normalization relative to baseline flux,4905.718396037858,0.030779904330302088,0.9918269552316236,0.9428571428571428
3.0403086821480745,Flux normalization relative to baseline flux,4905.74863223031,0.06101609678262321,0.9905323693738182,0.9693877551020409
3.0503703585018984,Flux normalization relative to baseline flux,4905.788911559847,0.10129542631966615,0.9892360111191507,0.995918367346939
3.060149181204904,Flux normalization relative to baseline flux,4905.839113639721,0.15149750619366387,0.9879419066740298,1.0224489795918368
3.0696447404431866,Flux normalization relative to baseline flux,4905.89912794339,0.21151180986271356,0.9866484877967502,1.0489795918367348
3.0788747221797137,Flux normalization relative to baseline flux,4905.9688525062775,0.28123637274984503,0.9853557291033576,1.0755102040816327
3.087838471856659,Flux normalization relative to baseline flux,4906.048192745342,0.3605766118143947,0.9840635623053252,1.1020408163265307
3.096539668538635,Flux normalization relative to baseline flux,4906.1370604194635,0.4494442859358969,0.9827719312804922,1.1285714285714286
3.1049830112503907,Flux normalization relative to baseline flux,4906.235372703124,0.5477565695964586,0.9814809035865291,1.1551020408163266
3.1131761316345075,Flux normalization relative to baseline flux,4906.343051365667,0.6554352321390979,0.9801906123353651,1.1816326530612247
3.1211211937068346,Flux normalization relative to baseline flux,4906.460022048975,0.7724059154470524,0.9789009359829023,1.2081632653061225
3.1288250018921953,Flux normalization relative to baseline flux,4906.586213628569,0.8985974950410309,0.9776121905708084,1.2346938775510206
3.136289390216076,Flux normalization relative to baseline flux,4906.721557657511,1.0339415239832306,0.9763242599756333,1.2612244897959184
3.143527297193078,Flux normalization relative to baseline flux,4906.865987880503,1.1783717469752446,0.9750374238658298,1.2877551020408164
3.150529413407161,Flux normalization relative to baseline flux,4907.019439809415,1.3318236758877902,0.9737508842145263,1.3142857142857143
3.157307943435709,Flux normalization relative to baseline flux,4907.181850370993,1.4942342374652071,0.9724661730604389,1.3408163265306123
3.1638770283045443,Flux normalization relative to baseline flux,4907.353157591357,1.665541457829022,0.9711828708667651,1.3673469387755102
3.1702348873615924,Flux normalization relative to baseline flux,4907.533300339387,1.8456842058594702,0.9699010860665339,1.3938775510204082
3.1763858478214937,Flux normalization relative to baseline flux,4907.722218108405,2.03460197487766,0.9686211118610834,1.4204081632653063
3.1823347779149986,Flux normalization relative to baseline flux,4907.919850834472,2.232234700943991,0.9673410169610902,1.4469387755102041
3.188091336757792,Flux normalization relative to baseline flux,4908.126138762349,2.4385226288213744,0.966064114116926,1.4734693877551022
3.193660974799999,Flux normalization relative to baseline flux,4908.341022315618,2.6534061820902934,0.9647891781703493,1.5
