,LLH,energy_res,ident,ts,conv,phi_astro,gamma,delta_ts
1027,local,improved,IceCube,-281932.84030863846,0.9946213652063826,1.0999999999999999,3.2499999999999982,0.12917142180958763
1028,local,improved,IceCube,-281932.66389921034,0.9945867164557539,1.0999999999999999,3.299999999999998,0.30558084993390366
1029,local,improved,IceCube,-281932.32241225446,0.9943886414135426,1.0999999999999999,3.349999999999998,0.6470678058103658
1030,local,improved,IceCube,-281931.8363501052,0.9940446122390778,1.0999999999999999,3.3999999999999977,1.1331299550947733
1031,local,improved,IceCube,-281931.2191499075,0.9935370552559466,1.0999999999999999,3.4499999999999975,1.7503301527467556
1032,local,improved,IceCube,-281930.47807919426,0.9928839665844852,1.0999999999999999,3.4999999999999973,2.4914008660125546
1033,local,improved,IceCube,-281929.614898141,0.9920765789141286,1.0999999999999999,3.549999999999997,3.354581919265911
1034,local,improved,IceCube,-281928.6263340097,0.9911231983542791,1.0999999999999999,3.599999999999997,4.3431460505817086
1035,local,improved,IceCube,-281927.5044004774,0.9900178791973937,1.0999999999999999,3.649999999999997,5.4650795828783885
1036,local,improved,IceCube,-281926.2365883724,0.9887663997316546,1.0999999999999999,3.6999999999999966,6.732891687890515
1037,local,improved,IceCube,-281924.8059458676,0.9873707661914153,1.0999999999999999,3.7499999999999964,8.163534192659426
1038,local,improved,IceCube,-281923.1910626232,0.9858213533041472,1.0999999999999999,3.7999999999999963,9.7784174370463
1039,local,improved,IceCube,-281921.365967337,0.9841250278201757,1.0999999999999999,3.849999999999996,11.603512723289896
1040,local,improved,IceCube,-281919.29994409,0.982282894844756,1.0999999999999999,3.899999999999996,13.66953597025713
1041,local,improved,IceCube,-281916.9572707478,0.9802877966607243,1.0999999999999999,3.9499999999999957,16.01220931246644
1042,local,improved,IceCube,-281901.7771059914,0.9799224524594891,1.15,2.7,31.192374068894424
1043,local,improved,IceCube,-281909.74565764714,0.9821599195120748,1.15,2.75,23.2238224131288
1044,local,improved,IceCube,-281915.9355495138,0.984119765757242,1.15,2.8,17.03393054648768
1045,local,improved,IceCube,-281920.71625244257,0.9858258213842839,1.15,2.8499999999999996,12.253227617708035
1046,local,improved,IceCube,-281924.37642686046,0.987292498140709,1.15,2.8999999999999995,8.593053199816495
1047,local,improved,IceCube,-281927.14258401573,0.9885309544969474,1.15,2.9499999999999993,5.826896044542082
1048,local,improved,IceCube,-281929.1930654171,0.9895651121471374,1.15,2.999999999999999,3.776414643158205
1049,local,improved,IceCube,-281930.66858506505,0.9903984832952657,1.15,3.049999999999999,2.3008949952200055
1050,local,improved,IceCube,-281931.68022870953,0.9910417107878284,1.15,3.0999999999999988,1.2892513507395051
1051,local,improved,IceCube,-281932.3155549575,0.9915051425859484,1.15,3.1499999999999986,0.653925102786161
1052,local,improved,IceCube,-281932.6432692,0.9917929656178534,1.15,3.1999999999999984,0.3262108602793887
1053,local,improved,IceCube,-281932.71681604406,0.9919055168610628,1.15,3.2499999999999982,0.2526640162104741
1054,local,improved,IceCube,-281932.57714548707,0.9918567384923522,1.15,3.299999999999998,0.3923345732036978
1055,local,improved,IceCube,-281932.25484238274,0.9916421527473993,1.15,3.349999999999998,0.7146376775344834
1056,local,improved,IceCube,-281931.77176247677,0.9912729892658271,1.15,3.3999999999999977,1.1977175835054368
1057,local,improved,IceCube,-281931.14228057966,0.9907456005888473,1.15,3.4499999999999975,1.8271994806127623
1058,local,improved,IceCube,-281930.3742331709,0.9900640855924684,1.15,3.4999999999999973,2.5952468893956393
1059,local,improved,IceCube,-281929.4696156359,0.9892233310659514,1.15,3.549999999999997,3.499864424346015
1060,local,improved,IceCube,-281928.42508181726,0.9882409811064438,1.15,3.599999999999997,4.544398243015166
1061,local,improved,IceCube,-281927.2322798838,0.9871008361375395,1.15,3.649999999999997,5.737200176459737
1062,local,improved,IceCube,-281925.8780534681,0.9858084180308232,1.15,3.6999999999999966,7.091426592145581
1063,local,improved,IceCube,-281924.3445261273,0.9843665290676669,1.15,3.7499999999999964,8.624953933001962
1064,local,improved,IceCube,-281922.6090850631,0.9827719000976887,1.15,3.7999999999999963,10.360394997172989
1065,local,improved,IceCube,-281920.6442738364,0.9810265561105951,1.15,3.849999999999996,12.325206223875284
1066,local,improved,IceCube,-281918.41760059074,0.9791288887746182,1.15,3.899999999999996,14.551879469538108
1067,local,improved,IceCube,-281915.89126487245,0.9770848242679966,1.15,3.9499999999999957,17.078215187822934
1068,local,improved,IceCube,-281898.84751378273,0.9771355680591642,1.1999999999999997,2.7,34.121966277540196
1069,local,improved,IceCube,-281907.38409237406,0.9794084651836835,1.1999999999999997,2.75,25.585387686209287
1070,local,improved,IceCube,-281914.03959262016,0.9814003800378246,1.1999999999999997,2.8,18.929887440113816
1071,local,improved,IceCube,-281919.20224431244,0.983126614887493,1.1999999999999997,2.8499999999999996,13.767235747829545
1072,local,improved,IceCube,-281923.1755554938,0.9846117976832849,1.1999999999999997,2.8999999999999995,9.793924566474743
1073,local,improved,IceCube,-281926.1978466062,0.9858685625378089,1.1999999999999997,2.9499999999999993,6.7716334540746175
1074,local,improved,IceCube,-281928.4568880658,0.9869094557189089,1.1999999999999997,2.999999999999999,4.512591994483955
1075,local,improved,IceCube,-281930.1009428211,0.9877486882339724,1.1999999999999997,3.049999999999999,2.8685372391482815
1076,local,improved,IceCube,-281931.2471473768,0.9883932300251457,1.1999999999999997,3.0999999999999988,1.7223326834500767
1077,local,improved,IceCube,-281931.9879063864,0.9888416775257232,1.1999999999999997,3.1499999999999986,0.9815736738964915
1078,local,improved,IceCube,-281932.3957933653,0.9891190822349528,1.1999999999999997,3.1999999999999984,0.5736866949591786
1079,local,improved,IceCube,-281932.5273178678,0.9892230603066002,1.1999999999999997,3.2499999999999982,0.4421621924848296
1080,local,improved,IceCube,-281932.4258276553,0.9891601979728699,1.1999999999999997,3.299999999999998,0.5436524049728177
1081,local,improved,IceCube,-281932.1237435094,0.9889298858799269,1.1999999999999997,3.349999999999998,0.8457365508656949
1082,local,improved,IceCube,-281931.64427647775,0.9885370507910918,1.1999999999999997,3.3999999999999977,1.3252035825280473
1083,local,improved,IceCube,-281931.0027387543,0.987991536185208,1.1999999999999997,3.4499999999999975,1.9667413059505634
1084,local,improved,IceCube,-281930.20753313357,0.9872799412644012,1.1999999999999997,3.4999999999999973,2.761946926708333
1085,local,improved,IceCube,-281929.2608859937,0.9864141186721637,1.1999999999999997,3.549999999999997,3.708594066556543
1086,local,improved,IceCube,-281928.15937155165,0.985392047627325,1.1999999999999997,3.599999999999997,4.810108508623671
1087,local,improved,IceCube,-281926.89426548616,0.9842154130072509,1.1999999999999997,3.649999999999997,6.075214574113488
1088,local,improved,IceCube,-281925.45175578597,0.9828830389281481,1.1999999999999997,3.6999999999999966,7.517724274308421
1089,local,improved,IceCube,-281923.81303200015,0.9813988381357348,1.1999999999999997,3.7499999999999964,9.156448060122784
1090,local,improved,IceCube,-281921.95426857396,0.9797581524473611,1.1999999999999997,3.7999999999999963,11.01521148631582
1091,local,improved,IceCube,-281919.84651290637,0.9779677297045167,1.1999999999999997,3.849999999999996,13.122967153904028
1092,local,improved,IceCube,-281917.45548539073,0.9760209040563412,1.1999999999999997,3.899999999999996,15.513994669541717
1093,local,improved,IceCube,-281914.7412945975,0.9739219545341058,1.1999999999999997,3.9499999999999957,18.228185462765396
1094,local,improved,IceCube,-281895.8099756418,0.9743913113496869,1.25,2.7,37.15950441849418
1095,local,improved,IceCube,-281904.92129710736,0.9766948471082237,1.25,2.75,28.04818295291625
1096,local,improved,IceCube,-281912.04844827123,0.9787130082592072,1.25,2.8,20.92103178903926
1097,local,improved,IceCube,-281917.5984758277,0.9804617575073121,1.25,2.8499999999999996,15.371004232554697
1098,local,improved,IceCube,-281921.88978447096,0.9819629135708092,1.25,2.8999999999999995,11.079695589316543
1099,local,improved,IceCube,-281925.1725449589,0.9832307702492437,1.25,2.9499999999999993,7.796935101388954
1100,local,improved,IceCube,-281927.64399105776,0.9842828510719124,1.25,2.999999999999999,5.325489002512768
1101,local,improved,IceCube,-281929.45996287244,0.9851241910877168,1.25,3.049999999999999,3.5095171878347173
1102,local,improved,IceCube,-281930.7436706784,0.9857675735763293,1.25,3.0999999999999988,2.2258093818672933
1103,local,improved,IceCube,-281931.5923836485,0.9862226696957032,1.25,3.1499999999999986,1.3770964117720723
1104,local,improved,IceCube,-281932.08255724097,0.9864897665190697,1.25,3.1999999999999984,0.886922819307074
1105,local,improved,IceCube,-281932.27377646626,0.9865865911686801,1.25,3.2499999999999982,0.6957035940140486
1106,local,improved,IceCube,-281932.211794015,0.9865033863898126,1.25,3.299999999999998,0.7576860452536494
1107,local,improved,IceCube,-281931.9308709139,0.9862589060078562,1.25,3.349999999999998,1.0386091463733464
1108,local,improved,IceCube,-281931.45557524014,0.9858413351688636,1.25,3.3999999999999977,1.5139048201381229
1109,local,improved,IceCube,-281930.8021557549,0.9852639433896838,1.25,3.4499999999999975,2.1673243053955957
1110,local,improved,IceCube,-281929.97957927757,0.9845279650260957,1.25,3.4999999999999973,2.9899007827043533
1111,local,improved,IceCube,-281928.9902987079,0.9836328611238002,1.25,3.549999999999997,3.9791813523625024
1112,local,improved,IceCube,-281927.8308031229,0.9825736729574814,1.25,3.599999999999997,5.138676937378477
1113,local,improved,IceCube,-281926.49198851315,0.9813615660493653,1.25,3.649999999999997,6.477491547120735
1114,local,improved,IceCube,-281924.9593792571,0.9799916014166817,1.25,3.6999999999999966,8.010100803163368
1115,local,improved,IceCube,-281923.2132220048,0.9784657996599347,1.25,3.7499999999999964,9.756258055451326
1116,local,improved,IceCube,-281921.22846872226,0.9767799415535463,1.25,3.7999999999999963,11.741011338017415
1117,local,improved,IceCube,-281918.97466031497,0.9749439713806298,1.25,3.849999999999996,13.994819745304994
1118,local,improved,IceCube,-281916.4157183076,0.9729502228591697,1.25,3.899999999999996,16.553761752671562
1119,local,improved,IceCube,-281913.50964861526,0.9708038136503998,1.25,3.9499999999999957,19.45983144501224
1120,local,improved,IceCube,-281892.66902958445,0.9716834271587557,1.2999999999999998,2.7,40.30045047582826
1121,local,improved,IceCube,-281902.3614155678,0.9740180782592116,1.2999999999999998,2.75,30.608064492465928
1122,local,improved,IceCube,-281909.9659041017,0.9760599546257143,1.2999999999999998,2.8,23.003575958602596
1123,local,improved,IceCube,-281915.9084131429,0.9778323787566192,1.2999999999999998,2.8499999999999996,17.061066917376593
1124,local,improved,IceCube,-281920.52228993893,0.9793468169720462,1.2999999999999998,2.8999999999999995,12.4471901213401
1125,local,improved,IceCube,-281924.0695941457,0.9806293316928227,1.2999999999999998,2.9499999999999993,8.8998859145795
1126,local,improved,IceCube,-281926.7570549472,0.9816857422816365,1.2999999999999998,2.999999999999999,6.21242511307355
1127,local,improved,IceCube,-281928.7481160999,0.9825327927004497,1.2999999999999998,3.049999999999999,4.2213639603578486
1128,local,improved,IceCube,-281930.17208309175,0.9831772333753448,1.2999999999999998,3.0999999999999988,2.7973969685263
1129,local,improved,IceCube,-281931.1311066126,0.9836234006479251,1.2999999999999998,3.1499999999999986,1.8383734476519749
1130,local,improved,IceCube,-281931.7055373136,0.9838865035139048,1.2999999999999998,3.1999999999999984,1.2639427466783673
1131,local,improved,IceCube,-281931.95804526145,0.9839687840189907,1.2999999999999998,3.2499999999999982,1.0114347988273948
1132,local,improved,IceCube,-281931.93679467763,0.9838693456094693,1.2999999999999998,3.299999999999998,1.0326853826409206
1133,local,improved,IceCube,-281931.6778906431,0.9836069838964038,1.2999999999999998,3.349999999999998,1.2915894171455875
1134,local,improved,IceCube,-281931.2072596296,0.9831719629837045,1.2999999999999998,3.3999999999999977,1.7622204306535423
1135,local,improved,IceCube,-281930.5420863823,0.9825692274084635,1.2999999999999998,3.4499999999999975,2.4273936779936776
1136,local,improved,IceCube,-281929.6918990344,0.9818021640677089,1.2999999999999998,3.4999999999999973,3.2775810258463025
1137,local,improved,IceCube,-281928.6593729468,0.9808787710185595,1.2999999999999998,3.549999999999997,4.310107113502454
1138,local,improved,IceCube,-281927.4409064164,0.9797884526289934,1.2999999999999998,3.599999999999997,5.528573643881828
1139,local,improved,IceCube,-281926.02700913965,0.9785414843213361,1.2999999999999998,3.649999999999997,6.9424709206214175
1140,local,improved,IceCube,-281924.402534186,0.9771351665764819,1.2999999999999998,3.6999999999999966,8.566945874248631
1141,local,improved,IceCube,-281922.546776829,0.9755658359477017,1.2999999999999998,3.7499999999999964,10.42270323127741
1142,local,improved,IceCube,-281920.4334573886,0.9738414562984636,1.2999999999999998,3.7999999999999963,12.536022671672981
1143,local,improved,IceCube,-281918.0306004575,0.9719632298118334,1.2999999999999998,3.849999999999996,14.938879602763336
1144,local,improved,IceCube,-281915.30031840154,0.9699214435678173,1.2999999999999998,3.899999999999996,17.669161658734083
1145,local,improved,IceCube,-281912.1985034801,0.9677261776927831,1.2999999999999998,3.9499999999999957,20.770976580155548
1146,local,improved,IceCube,-281889.4288753831,0.9690105026654119,1.3499999999999996,2.7,43.54060467716772
1147,local,improved,IceCube,-281899.7082886363,0.9713763293236967,1.3499999999999996,2.75,33.26119142398238
1148,local,improved,IceCube,-281907.7954767826,0.9734416193679248,1.3499999999999996,2.8,25.174003277672455
1149,local,improved,IceCube,-281914.1352800964,0.9752317205077794,1.3499999999999996,2.8499999999999996,18.834199963894207
1150,local,improved,IceCube,-281919.07603149756,0.9767695426015142,1.3499999999999996,2.8999999999999995,13.893448562710546
1151,local,improved,IceCube,-281922.89171572705,0.9780577918690146,1.3499999999999996,2.9499999999999993,10.077764333225787
1152,local,improved,IceCube,-281925.7985875334,0.9791195211319601,1.3499999999999996,2.999999999999999,7.17089252686128
1153,local,improved,IceCube,-281927.96771912073,0.9799697905509276,1.3499999999999996,3.049999999999999,5.001760939543601
1154,local,improved,IceCube,-281929.5345312905,0.9806108717576989,1.3499999999999996,3.0999999999999988,3.4349487697472796
1155,local,improved,IceCube,-281930.6060721538,0.9810570886545726,1.3499999999999996,3.1499999999999986,2.3634079064941034
1156,local,improved,IceCube,-281931.26659984153,0.9813114863454753,1.3499999999999996,3.1999999999999984,1.702880218741484
1157,local,improved,IceCube,-281931.58187845047,0.981377982865108,1.3499999999999996,3.2499999999999982,1.3876016098074615
1158,local,improved,IceCube,-281931.60248980956,0.9812677882797515,1.3499999999999996,3.299999999999998,1.3669902507099323
1159,local,improved,IceCube,-281931.3663864673,0.9809841558324248,1.3499999999999996,3.349999999999998,1.6030935929738916
1160,local,improved,IceCube,-281930.90085459704,0.9805296415104163,1.3499999999999996,3.3999999999999977,2.068625463231001
1161,local,improved,IceCube,-281930.2240140798,0.979904801106381,1.3499999999999996,3.4499999999999975,2.7454659804934636
1162,local,improved,IceCube,-281929.34595185524,0.9791118716549319,1.3499999999999996,3.4999999999999973,3.623528205032926
1163,local,improved,IceCube,-281928.2695616456,0.978156424431457,1.3499999999999996,3.549999999999997,4.699918414698914
1164,local,improved,IceCube,-281926.9911456982,0.977037146625807,1.3499999999999996,3.599999999999997,5.978334362094756
1165,local,improved,IceCube,-281925.5008209587,0.9757515973453449,1.3499999999999996,3.649999999999997,7.468659101577941
1166,local,improved,IceCube,-281923.7827618845,0.9743078983139929,1.3499999999999996,3.6999999999999966,9.186718175769784
1167,local,improved,IceCube,-281921.8153042712,0.9727047519788846,1.3499999999999996,3.7499999999999964,11.154175789095461
1168,local,improved,IceCube,-281919.570928129,0.9709398475576292,1.3499999999999996,3.7999999999999963,13.398551931255497
1169,local,improved,IceCube,-281917.01613251265,0.9690124058545306,1.3499999999999996,3.849999999999996,15.95334754762007
1170,local,improved,IceCube,-281914.1112108537,0.9669279661455078,1.3499999999999996,3.899999999999996,18.85826920659747
1171,local,improved,IceCube,-281910.8099315993,0.9646868797923079,1.3499999999999996,3.9499999999999957,22.159548460971564
1172,local,improved,IceCube,-281886.0934104079,0.9663682578938855,1.4,2.7,46.876069652382284
1173,local,improved,IceCube,-281896.96548599127,0.9687649462656139,1.4,2.75,36.003994069003966
1174,local,improved,IceCube,-281905.54043983517,0.9708580562666455,1.4,2.8,27.42904022510629
1175,local,improved,IceCube,-281912.282082641,0.9726668320704954,1.4,2.8499999999999996,20.687397419300396
1176,local,improved,IceCube,-281917.5537735902,0.9742140779362218,1.4,2.8999999999999995,15.415706470084842
1177,local,improved,IceCube,-281921.641456538,0.975514956604942,1.4,2.9499999999999993,11.328023522277363
1178,local,improved,IceCube,-281924.77094020095,0.9765865103539955,1.4,2.999999999999999,8.198539859324228
1179,local,improved,IceCube,-281927.1209484792,0.9774368736403114,1.4,3.049999999999999,5.848531581053976
1180,local,improved,IceCube,-281928.83303639374,0.9780783831079362,1.4,3.0999999999999988,4.136443666531704
1181,local,improved,IceCube,-281930.0191644375,0.9785160921053891,1.4,3.1499999999999986,2.950315622787457
1182,local,improved,IceCube,-281930.76750965323,0.9787619336179457,1.4,3.1999999999999984,2.2019704070407897
1183,local,improved,IceCube,-281931.14693854144,0.9788186590976257,1.4,3.2499999999999982,1.8225415188353509
1184,local,improved,IceCube,-281931.210456174,0.9786957704866881,1.4,3.299999999999998,1.7590238862903789
1185,local,improved,IceCube,-281930.99786577065,0.9783938027487337,1.4,3.349999999999998,1.9716142896213569
1186,local,improved,IceCube,-281930.5378142162,0.9779196360562192,1.4,3.3999999999999977,2.4316658440511674
1187,local,improved,IceCube,-281929.8493557384,0.9772664064594491,1.4,3.4499999999999975,3.120124321896583
1188,local,improved,IceCube,-281928.9431335374,0.9764485510706912,1.4,3.4999999999999973,4.026346522849053
1189,local,improved,IceCube,-281927.8222558139,0.9754642470716922,1.4,3.549999999999997,5.147224246349651
1190,local,improved,IceCube,-281926.48292362515,0.9743116047119682,1.4,3.599999999999997,6.486556435120292
1191,local,improved,IceCube,-281924.9148550139,0.9729981394234767,1.4,3.649999999999997,8.054625046381261
1192,local,improved,IceCube,-281923.1015388343,0.9715181271866333,1.4,3.6999999999999966,9.86794122599531
1193,local,improved,IceCube,-281921.02034374385,0.9698738708128026,1.4,3.7499999999999964,11.94913631642703
1194,local,improved,IceCube,-281918.6425011738,0.9680673526563068,1.4,3.7999999999999963,14.326978886500001
1195,local,improved,IceCube,-281915.9329759143,0.9661013578324757,1.4,3.849999999999996,17.0365041460027
1196,local,improved,IceCube,-281912.850233322,0.9639713385213541,1.4,3.899999999999996,20.119246738264337
1197,local,improved,IceCube,-281909.34590845474,0.961687535404377,1.4,3.9499999999999957,23.623571605538018
1198,local,improved,IceCube,-281882.6662606615,0.9637664155935094,1.4499999999999997,2.7,50.30321939877467
1199,local,improved,IceCube,-281894.1363334649,0.9661876517901374,1.4499999999999997,2.75,38.8331465953961
1200,local,improved,IceCube,-281903.20384777867,0.9683010084203103,1.4499999999999997,2.8,29.765632281603757
1201,local,improved,IceCube,-281910.35163006955,0.9701287134238531,1.4499999999999997,2.8499999999999996,22.617849990725517
1202,local,improved,IceCube,-281915.9581041046,0.9716898304007027,1.4499999999999997,2.8999999999999995,17.01137595565524
1203,local,improved,IceCube,-281920.3212050126,0.973002128240138,1.4499999999999997,2.9499999999999993,12.64827504765708
1204,local,improved,IceCube,-281923.67632213427,0.9740815484643259,1.4499999999999997,2.999999999999999,9.293157926003914
1205,local,improved,IceCube,-281926.20985310484,0.974930800072859,1.4499999999999997,3.049999999999999,6.759626955434214
1206,local,improved,IceCube,-281928.06950487115,0.975571941009921,1.4499999999999997,3.0999999999999988,4.899975189124234
1207,local,improved,IceCube,-281929.37216438336,0.9760032021084314,1.4499999999999997,3.1499999999999986,3.5973156769177876
1208,local,improved,IceCube,-281930.20993835345,0.976241807822894,1.4499999999999997,3.1999999999999984,2.759541706822347
1209,local,improved,IceCube,-281930.6548035332,0.9762871585011548,1.4499999999999997,3.2499999999999982,2.314676527050324
1210,local,improved,IceCube,-281930.76219345914,0.9761495743694074,1.4499999999999997,3.299999999999998,2.2072866011294536
1211,local,improved,IceCube,-281930.57376499416,0.9758281345713452,1.4499999999999997,3.349999999999998,2.395715066115372
1212,local,improved,IceCube,-281930.1195266509,0.9753310669310875,1.4499999999999997,3.3999999999999977,2.8499534094007686
1213,local,improved,IceCube,-281929.4194660493,0.974660327342343,1.4499999999999997,3.4499999999999975,3.550014010979794
1214,local,improved,IceCube,-281928.4847802803,0.973811304476451,1.4499999999999997,3.4999999999999973,4.484699779946823
1215,local,improved,IceCube,-281927.31878827576,0.9728027034972582,1.4499999999999997,3.549999999999997,5.650691784510855
1216,local,improved,IceCube,-281925.9175849278,0.9716181257957708,1.4499999999999997,3.599999999999997,7.05189513246296
1217,local,improved,IceCube,-281924.2704835145,0.9702713290098052,1.4499999999999997,3.649999999999997,8.698996545746922
1218,local,improved,IceCube,-281922.36028061056,0.9687558786052897,1.4499999999999997,3.6999999999999966,10.609199449711014
1219,local,improved,IceCube,-281920.16337041336,0.9670749010712458,1.4499999999999997,3.7499999999999964,12.80610964691732
1220,local,improved,IceCube,-281917.64972794626,0.9652285709202505,1.4499999999999997,3.7999999999999963,15.319752114010043
1221,local,improved,IceCube,-281914.78277548356,0.9632225858347672,1.4499999999999997,3.849999999999996,18.186704576713964
1222,local,improved,IceCube,-281911.5191416692,0.9610542407378683,1.4499999999999997,3.899999999999996,21.45033839106327
1223,local,improved,IceCube,-281907.80831918353,0.9587199355655703,1.4499999999999997,3.9499999999999957,25.161160876741633
1224,local,improved,IceCube,-281879.1508076326,0.961190776144168,1.4999999999999996,2.7,53.818672427674755
1225,local,improved,IceCube,-281891.2239368808,0.9636393506995984,1.4999999999999996,2.75,41.74554317945149
1226,local,improved,IceCube,-281900.78855714476,0.9657764907808147,1.4999999999999996,2.8,32.18092291551875
1227,local,improved,IceCube,-281908.34655359865,0.9676213251434147,1.4999999999999996,2.8499999999999996,24.622926461626776
1228,local,improved,IceCube,-281914.29145080026,0.9691965961827684,1.4999999999999996,2.8999999999999995,18.678029260016046
1229,local,improved,IceCube,-281918.9332055198,0.9705167649717611,1.4999999999999996,2.9499999999999993,14.036274540470913
1230,local,improved,IceCube,-281922.5168130053,0.9715984118199923,1.4999999999999996,2.999999999999999,10.452667054953054
1231,local,improved,IceCube,-281925.23636529804,0.9724507441538984,1.4999999999999996,3.049999999999999,7.733114762231708
1232,local,improved,IceCube,-281927.2457381183,0.9730889250711685,1.4999999999999996,3.0999999999999988,5.72374194196891
1233,local,improved,IceCube,-281928.66675805673,0.9735180682142957,1.4999999999999996,3.1499999999999986,4.3027220035437495
1234,local,improved,IceCube,-281929.595471664,0.9737441176547724,1.4999999999999996,3.1999999999999984,3.374008396291174
1235,local,improved,IceCube,-281930.10697329644,0.9737808878677003,1.4999999999999996,3.2499999999999982,2.862506763834972
1236,local,improved,IceCube,-281930.2591298608,0.9736255957109469,1.4999999999999996,3.299999999999998,2.710350199486129
1237,local,improved,IceCube,-281930.09545458265,0.9732897486302092,1.4999999999999996,3.349999999999998,2.8740254776203074
1238,local,improved,IceCube,-281929.6473183977,0.9727713303517318,1.4999999999999996,3.3999999999999977,3.3221616625669412
1239,local,improved,IceCube,-281928.93564147135,0.972079138143454,1.4999999999999996,3.4499999999999975,4.033838588919025
1240,local,improved,IceCube,-281927.97217242036,0.9712094550317304,1.4999999999999996,3.4999999999999973,4.99730763991829
1241,local,improved,IceCube,-281926.7604371627,0.970169034797858,1.4999999999999996,3.549999999999997,6.209042897564359
1242,local,improved,IceCube,-281925.29641983897,0.9689557116495943,1.4999999999999996,3.599999999999997,7.673060221306514
1243,local,improved,IceCube,-281923.5690232778,0.967574050773098,1.4999999999999996,3.649999999999997,9.400456782488618
1244,local,improved,IceCube,-281921.56034541974,0.9660251239872842,1.4999999999999996,3.6999999999999966,11.409134640533011
1245,local,improved,IceCube,-281919.245799032,0.9643073082505251,1.4999999999999996,3.7499999999999964,13.723681028292049
1246,local,improved,IceCube,-281916.59409527504,0.9624282587024262,1.4999999999999996,3.7999999999999963,16.375384785234928
1247,local,improved,IceCube,-281913.5671060725,0.9603766865444863,1.4999999999999996,3.849999999999996,19.4023739877739
1248,local,improved,IceCube,-281910.11961520766,0.9581665519803051,1.4999999999999996,3.899999999999996,22.8498648526147
1249,local,improved,IceCube,-281906.1989645401,0.9557900687849543,1.4999999999999996,3.9499999999999957,26.770515520183835
1250,local,improved,IceCube,-281875.5502118239,0.9586463958783709,1.5499999999999998,2.7,57.41926823637914
1251,local,improved,IceCube,-281888.2312028614,0.9611197272676835,1.5499999999999998,2.75,44.738277198863216
1252,local,improved,IceCube,-281898.2972449418,0.9632751103642683,1.5499999999999998,2.8,34.67223511845805
1253,local,improved,IceCube,-281906.26932263747,0.9651415419014018,1.5499999999999998,2.8499999999999996,26.700157422805205
1254,local,improved,IceCube,-281912.5560956025,0.9667291831624635,1.5499999999999998,2.8999999999999995,20.413384457759093
1255,local,improved,IceCube,-281917.47957102105,0.9680600295217752,1.5499999999999998,2.9499999999999993,15.489909039228223
1256,local,improved,IceCube,-281921.29437394504,0.969146394908994,1.5499999999999998,2.999999999999999,11.675106115231756
1257,local,improved,IceCube,-281924.2023104921,0.9700002294835278,1.5499999999999998,3.049999999999999,8.767169568163808
1258,local,improved,IceCube,-281926.3634409546,0.9706336726339165,1.5499999999999998,3.0999999999999988,6.6060391056817025
1259,local,improved,IceCube,-281927.9045441303,0.9710578390328921,1.5499999999999998,3.1499999999999986,5.064935929956846
1260,local,improved,IceCube,-281928.925615954,0.9712773721566621,1.5499999999999998,3.1999999999999984,4.043864106293768
1261,local,improved,IceCube,-281929.5048753019,0.9713021870912795,1.5499999999999998,3.2499999999999982,3.4646047583664767
1262,local,improved,IceCube,-281929.7026271006,0.9711303381604538,1.5499999999999998,3.299999999999998,3.266852959699463
1263,local,improved,IceCube,-281929.5642434505,0.970776888916291,1.5499999999999998,3.349999999999998,3.4052366097457707
1264,local,improved,IceCube,-281929.1224584384,0.9702400727434081,1.5499999999999998,3.3999999999999977,3.847021621884778
1265,local,improved,IceCube,-281928.39912387327,0.9695256602662788,1.5499999999999998,3.4499999999999975,4.570356187003199
1266,local,improved,IceCube,-281927.40653761924,0.9686263890103565,1.5499999999999998,3.4999999999999973,5.5629424410290085
1267,local,improved,IceCube,-281926.1484291424,0.9675593150650575,1.5499999999999998,3.549999999999997,6.821050917846151
1268,local,improved,IceCube,-281924.6206672228,0.9663182230771906,1.5499999999999998,3.599999999999997,8.348812837444711
1269,local,improved,IceCube,-281922.8117389151,0.9649056478646829,1.5499999999999998,3.649999999999997,10.157741145172622
1270,local,improved,IceCube,-281920.7030374321,0.9633224487363111,1.5499999999999998,3.6999999999999966,12.266442628169898
1271,local,improved,IceCube,-281918.2689874624,0.961569570419746,1.5499999999999998,3.7499999999999964,14.700492597883567
1272,local,improved,IceCube,-281915.47702923283,0.9596520877627293,1.5499999999999998,3.7999999999999963,17.492450827441644
1273,local,improved,IceCube,-281912.2874768438,0.9575636727890855,1.5499999999999998,3.849999999999996,20.68200321646873
1274,local,improved,IceCube,-281908.653261535,0.9553118806127067,1.5499999999999998,3.899999999999996,24.316218525287695
1275,local,improved,IceCube,-281904.5195663899,0.952894491875245,1.5499999999999998,3.9499999999999957,28.449913670367096
1276,local,improved,IceCube,-281871.86743334687,0.9561254421193552,1.5999999999999996,2.7,61.10204671340762
1277,local,improved,IceCube,-281885.1608571108,0.9586271941595027,1.5999999999999996,2.75,47.808622949465644
1278,local,improved,IceCube,-281895.73242487403,0.9608065515309191,1.5999999999999996,2.8,37.23705518624047
1279,local,improved,IceCube,-281904.1222591588,0.9626867210591347,1.5999999999999996,2.8499999999999996,28.84722090145806
1280,local,improved,IceCube,-281910.7541873315,0.9642876641932578,1.5999999999999996,2.8999999999999995,22.215292728797067
1281,local,improved,IceCube,-281915.9622942883,0.96562369519828,1.5999999999999996,2.9499999999999993,17.007185771944933
