,LLH,energy_res,ident,ts,conv,phi_astro,gamma,delta_ts
2136,local,improved,P-ONE,-618998.7589905416,1.0087858280387614,0.75,2.7,20.78499732608907
2137,local,improved,P-ONE,-619004.7149969987,1.010600178584557,0.75,2.75,14.82899086899124
2138,local,improved,P-ONE,-619009.1490840644,1.012181033143467,0.75,2.8,10.394903803244233
2139,local,improved,P-ONE,-619012.3883842328,1.0135347581620802,0.75,2.8499999999999996,7.1556036348920316
2140,local,improved,P-ONE,-619014.6887107491,1.0146833908123827,0.75,2.8999999999999995,4.85527711850591
2141,local,improved,P-ONE,-619016.2507506448,1.0156324310632492,0.75,2.9499999999999993,3.2932372228242457
2142,local,improved,P-ONE,-619017.2322505306,1.016405479627283,0.75,2.999999999999999,2.3117373370332643
2143,local,improved,P-ONE,-619017.7572406044,1.016993674644967,0.75,3.049999999999999,1.7867472632788122
2144,local,improved,P-ONE,-619017.9230540672,1.017412808831453,0.75,3.0999999999999988,1.620933800470084
2145,local,improved,P-ONE,-619017.8056898478,1.0176682610619054,0.75,3.1499999999999986,1.7382980198599398
2146,local,improved,P-ONE,-619017.4639225386,1.0177611213229172,0.75,3.1999999999999984,2.080065329093486
2147,local,improved,P-ONE,-619016.9424564334,1.0177008934653509,0.75,3.2499999999999982,2.6015314342221245
2148,local,improved,P-ONE,-619016.2743443158,1.0174885592863037,0.75,3.299999999999998,3.2696435519028455
2149,local,improved,P-ONE,-619015.4828360009,1.0171207968098142,0.75,3.349999999999998,4.061151866801083
2150,local,improved,P-ONE,-619014.582779868,1.0166039619573872,0.75,3.3999999999999977,4.961207999614999
2151,local,improved,P-ONE,-619013.5816710917,1.0159391200971755,0.75,3.4499999999999975,5.96231677592732
2152,local,improved,P-ONE,-619012.4804164887,1.015125373354643,0.75,3.4999999999999973,7.063571378937922
2153,local,improved,P-ONE,-619011.2738694407,1.0141727028983183,0.75,3.549999999999997,8.270118426997215
2154,local,improved,P-ONE,-619009.9511749083,1.0130609252565894,0.75,3.599999999999997,9.592812959337607
2155,local,improved,P-ONE,-619008.495954484,1.0118093074461603,0.75,3.649999999999997,11.04803338367492
2156,local,improved,P-ONE,-619006.8863539413,1.0104079698604815,0.75,3.6999999999999966,12.657633926370181
2157,local,improved,P-ONE,-619005.0949686979,1.0088562445100158,0.75,3.7499999999999964,14.449019169784151
2158,local,improved,P-ONE,-619003.0886580793,1.007156911731415,0.75,3.7999999999999963,16.455329788383096
2159,local,improved,P-ONE,-619000.8282548242,1.0053091359686548,0.75,3.849999999999996,18.715733043500222
2160,local,improved,P-ONE,-618998.2681726284,1.0033126227724594,0.75,3.899999999999996,21.27581523929257
2161,local,improved,P-ONE,-618995.355912192,1.0011597391072562,0.75,3.9499999999999957,24.18807567562908
2162,local,improved,P-ONE,-618995.8563376812,1.0050400777790693,0.7999999999999999,2.7,23.687650186475366
2163,local,improved,P-ONE,-619002.6086678752,1.0068886844252163,0.7999999999999999,2.75,16.9353199924808
2164,local,improved,P-ONE,-619007.6932100286,1.0084930791637194,0.7999999999999999,2.8,11.850777839077637
2165,local,improved,P-ONE,-619011.4634788011,1.009879557380015,0.7999999999999999,2.8499999999999996,8.080509066581726
2166,local,improved,P-ONE,-619014.1962442811,1.0110400135639375,0.7999999999999999,2.8999999999999995,5.347743586520664
2167,local,improved,P-ONE,-619016.108906578,1.0120007210631352,0.7999999999999999,2.9499999999999993,3.435081289615482
2168,local,improved,P-ONE,-619017.3725774463,1.0127753173128429,0.7999999999999999,2.999999999999999,2.1714104213751853
2169,local,improved,P-ONE,-619018.1219882513,1.0133609455951214,0.7999999999999999,3.049999999999999,1.4219996163155884
2170,local,improved,P-ONE,-619018.4630332829,1.0137730005165726,0.7999999999999999,3.0999999999999988,1.0809545847587287
2171,local,improved,P-ONE,-619018.4785363205,1.0140141955850455,0.7999999999999999,3.1499999999999986,1.0654515471542254
2172,local,improved,P-ONE,-619018.2326721237,1.0140845189815466,0.7999999999999999,3.1999999999999984,1.311315743951127
2173,local,improved,P-ONE,-619017.7743612841,1.0139988437207,0.7999999999999999,3.2499999999999982,1.769626583554782
2174,local,improved,P-ONE,-619017.1398748473,1.013756780884136,0.7999999999999999,3.299999999999998,2.404113020398654
2175,local,improved,P-ONE,-619016.3548256116,1.013358865094741,0.7999999999999999,3.349999999999998,3.189162256079726
2176,local,improved,P-ONE,-619015.4356787568,1.012802606757724,0.7999999999999999,3.3999999999999977,4.108309110859409
2177,local,improved,P-ONE,-619014.3908814662,1.0120970163829837,0.7999999999999999,3.4499999999999975,5.153106401441619
2178,local,improved,P-ONE,-619013.2216879067,1.011230900689766,0.7999999999999999,3.4999999999999973,6.322299961000681
2179,local,improved,P-ONE,-619011.9227357432,1.0102237312160416,0.7999999999999999,3.549999999999997,7.621252124430612
2180,local,improved,P-ONE,-619010.4824187009,1.0090586219286928,0.7999999999999999,3.599999999999997,9.061569166718982
2181,local,improved,P-ONE,-619008.8830863127,1.0077397012991847,0.7999999999999999,3.649999999999997,10.66090155497659
2182,local,improved,P-ONE,-619007.1010958825,1.006271759612346,0.7999999999999999,3.6999999999999966,12.442891985177994
2183,local,improved,P-ONE,-619005.1067333941,1.0046559108744222,0.7999999999999999,3.7499999999999964,14.437254473567009
2184,local,improved,P-ONE,-619002.864015514,1.0028785756675662,0.7999999999999999,3.7999999999999963,16.67997235362418
2185,local,improved,P-ONE,-619000.3303793467,1.0009513284785594,0.7999999999999999,3.849999999999996,19.21360852092039
2186,local,improved,P-ONE,-618997.4562644251,0.9988713116879323,0.7999999999999999,3.899999999999996,22.08772344258614
2187,local,improved,P-ONE,-618994.1845863853,0.9966319282414169,0.7999999999999999,3.9499999999999957,25.35940148239024
2188,local,improved,P-ONE,-618992.6583660345,1.0013646855111942,0.8499999999999999,2.7,26.885621833149344
2189,local,improved,P-ONE,-619000.2247766056,1.0032560434715636,0.8499999999999999,2.75,19.319211262045428
2190,local,improved,P-ONE,-619005.975761531,1.004894167883926,0.8499999999999999,2.8,13.568226336617954
2191,local,improved,P-ONE,-619010.2913611291,1.0062862818370482,0.8499999999999999,2.8499999999999996,9.252626738511026
2192,local,improved,P-ONE,-619013.4694228668,1.0074694480733368,0.8499999999999999,2.8999999999999995,6.074565000832081
2193,local,improved,P-ONE,-619015.7441603667,1.0084368962498087,0.8499999999999999,2.9499999999999993,3.799827500944957
2194,local,improved,P-ONE,-619017.3001332339,1.009212072185703,0.8499999999999999,2.999999999999999,2.243854633765295
2195,local,improved,P-ONE,-619018.2828409569,1.0097950060563616,0.8499999999999999,3.049999999999999,1.2611469107214361
2196,local,improved,P-ONE,-619018.8067921257,1.0101933655303876,0.8499999999999999,3.0999999999999988,0.7371957419672981
2197,local,improved,P-ONE,-619018.9616762944,1.010421442344888,0.8499999999999999,3.1499999999999986,0.5823115732055157
2198,local,improved,P-ONE,-619018.8170983071,1.0104814678511467,0.8499999999999999,3.1999999999999984,0.7268895605811849
2199,local,improved,P-ONE,-619018.4262153123,1.0103628880532038,0.8499999999999999,3.2499999999999982,1.1177725553279743
2200,local,improved,P-ONE,-619017.8285281109,1.0100948859421437,0.8499999999999999,3.299999999999998,1.7154597567860037
2201,local,improved,P-ONE,-619017.0520163742,1.009658600211112,0.8499999999999999,3.349999999999998,2.491971493465826
2202,local,improved,P-ONE,-619016.1147587695,1.0090689306223553,0.8499999999999999,3.3999999999999977,3.4292290981393307
2203,local,improved,P-ONE,-619015.0261455341,1.0083114217126494,0.8499999999999999,3.4499999999999975,4.517842333531007
2204,local,improved,P-ONE,-619013.7877632051,1.007403211894658,0.8499999999999999,3.4999999999999973,5.756224662531167
2205,local,improved,P-ONE,-619012.3940145508,1.0063406794015788,0.8499999999999999,3.549999999999997,7.149973316816613
2206,local,improved,P-ONE,-619010.8325182565,1.0051247800731884,0.8499999999999999,3.599999999999997,8.711469611153007
2207,local,improved,P-ONE,-619009.0843245214,1.0037448104747608,0.8499999999999999,3.649999999999997,10.459663346293382
2208,local,improved,P-ONE,-619007.1239713528,1.0022095780013789,0.8499999999999999,3.6999999999999966,12.42001651483588
2209,local,improved,P-ONE,-619004.9193877327,1.0006156287596961,0.8499999999999999,3.7499999999999964,14.624600134906359
2210,local,improved,P-ONE,-619002.4317526226,0.9986791796720268,0.8499999999999999,3.7999999999999963,17.11223524506204
2211,local,improved,P-ONE,-618999.6150266165,0.9966781982606637,0.8499999999999999,3.849999999999996,19.928961251163855
2212,local,improved,P-ONE,-618996.4156470471,0.9945168952589526,0.8499999999999999,3.899999999999996,23.128340820549056
2213,local,improved,P-ONE,-618992.7719001509,0.9922023327847052,0.8499999999999999,3.9499999999999957,26.77208771673031
2214,local,improved,P-ONE,-618989.1833553315,0.9977615176481378,0.8999999999999999,2.7,30.36063253611792
2215,local,improved,P-ONE,-618997.5800674721,0.9997026568689539,0.8999999999999999,2.75,21.963920395588502
2216,local,improved,P-ONE,-619004.0120947518,1.0013490164264398,0.8999999999999999,2.8,15.531893115839921
2217,local,improved,P-ONE,-619008.8861321199,1.002771168513881,0.8999999999999999,2.8499999999999996,10.657855747733265
2218,local,improved,P-ONE,-619012.5212142186,1.003964802651841,0.8999999999999999,2.8999999999999995,7.0227736490778625
2219,local,improved,P-ONE,-619015.1684589889,1.0049381990210466,0.8999999999999999,2.9499999999999993,4.375528878765181
2220,local,improved,P-ONE,-619017.0259484968,1.0057108282694949,0.8999999999999999,2.999999999999999,2.5180393708869815
2221,local,improved,P-ONE,-619018.2500107336,1.0062907296305161,0.8999999999999999,3.049999999999999,1.2939771340461448
2222,local,improved,P-ONE,-619018.9638163652,1.0066839943024672,0.8999999999999999,3.0999999999999988,0.5801715024281293
2223,local,improved,P-ONE,-619019.2639572178,1.0068925667426105,0.8999999999999999,3.1499999999999986,0.2800306498538703
2224,local,improved,P-ONE,-619019.2254948178,1.006929482406344,0.8999999999999999,3.1999999999999984,0.31849304982461035
2225,local,improved,P-ONE,-619018.9058403829,1.0067913548791243,0.8999999999999999,3.2499999999999982,0.6381474847439677
2226,local,improved,P-ONE,-619018.3477342022,1.0064873145943452,0.8999999999999999,3.299999999999998,1.196253665490076
2227,local,improved,P-ONE,-619017.5815253565,1.0060249598144135,0.8999999999999999,3.349999999999998,1.962462511146441
2228,local,improved,P-ONE,-619016.6269025786,1.005388121630865,0.8999999999999999,3.3999999999999977,2.9170852890238166
2229,local,improved,P-ONE,-619015.4941894151,1.0045969343944738,0.8999999999999999,3.4499999999999975,4.049798452528194
2230,local,improved,P-ONE,-619014.1852909948,1.0036453600296151,0.8999999999999999,3.4999999999999973,5.358696872834116
2231,local,improved,P-ONE,-619012.694356604,1.002526620740884,0.8999999999999999,3.549999999999997,6.8496312636416405
2232,local,improved,P-ONE,-619011.0082076429,1.0012514772428767,0.8999999999999999,3.599999999999997,8.53578022471629
2233,local,improved,P-ONE,-619009.1065689713,0.9998289756128376,0.8999999999999999,3.649999999999997,10.437418896355666
2234,local,improved,P-ONE,-619006.9621317231,0.9982223981425852,0.8999999999999999,3.6999999999999966,12.581856144592166
2235,local,improved,P-ONE,-619004.540463774,0.9964689468487231,0.8999999999999999,3.7499999999999964,15.00352409365587
2236,local,improved,P-ONE,-619001.7997897484,0.994555295469463,0.8999999999999999,3.7999999999999963,17.74419811926782
2237,local,improved,P-ONE,-618998.6906414327,0.9924764056869723,0.8999999999999999,3.849999999999996,20.853346435003914
2238,local,improved,P-ONE,-618995.1553884381,0.990243026100401,0.8999999999999999,3.899999999999996,24.388599429512396
2239,local,improved,P-ONE,-618991.1276476623,0.9878481497286271,0.8999999999999999,3.9499999999999957,28.416340205352753
2240,local,improved,P-ONE,-618985.4476057505,0.9942319784463125,0.9499999999999998,2.7,34.096382117131725
2241,local,improved,P-ONE,-618994.6895053629,0.9961890311526348,0.9499999999999998,2.75,24.854482504772022
2242,local,improved,P-ONE,-619001.8159641644,0.9978784846677138,0.9499999999999998,2.8,17.728023703210056
2243,local,improved,P-ONE,-619007.2604500231,0.999352113359405,0.9499999999999998,2.8499999999999996,12.283537844545208
2244,local,improved,P-ONE,-619011.3632778858,1.0006053417938352,0.9499999999999998,2.8999999999999995,8.180709981825203
2245,local,improved,P-ONE,-619014.3925859181,1.0014937445866643,0.9499999999999998,2.9499999999999993,5.151401949580759
2246,local,improved,P-ONE,-619016.560007641,1.0022677101024011,0.9499999999999998,2.999999999999999,2.983980226679705
2247,local,improved,P-ONE,-619018.0327681913,1.002847422358916,0.9499999999999998,3.049999999999999,1.5112196763511747
2248,local,improved,P-ONE,-619018.9427434872,1.0032294350003792,0.9499999999999998,3.0999999999999988,0.6012443804647774
2249,local,improved,P-ONE,-619019.393460433,1.0034268783180365,0.9499999999999998,3.1499999999999986,0.1505274346563965
2250,local,improved,P-ONE,-619019.4654610469,1.003436883271509,0.9499999999999998,3.1999999999999984,0.07852682075463235
2251,local,improved,P-ONE,-619019.2204260137,1.0032781376539104,0.9499999999999998,3.2499999999999982,0.3235618539620191
2252,local,improved,P-ONE,-619018.7043433839,1.0029443850558941,0.9499999999999998,3.299999999999998,0.839644483756274
2253,local,improved,P-ONE,-619017.9499334191,1.0024432437760378,0.9499999999999998,3.349999999999998,1.5940544485347345
2254,local,improved,P-ONE,-619016.9784906066,1.0017770694970993,0.9499999999999998,3.3999999999999977,2.565497261006385
2255,local,improved,P-ONE,-619015.8012631561,1.00093432987074,0.9499999999999998,3.4499999999999975,3.7427247115410864
2256,local,improved,P-ONE,-619014.4204608989,0.9999408241370482,0.9499999999999998,3.4999999999999973,5.123526968760416
2257,local,improved,P-ONE,-619012.829962024,0.9987749839051867,0.9499999999999998,3.549999999999997,6.7140258436556906
2258,local,improved,P-ONE,-619011.0157698761,0.9974449267386422,0.9499999999999998,3.599999999999997,8.528217991581187
2259,local,improved,P-ONE,-619008.9562605856,0.9959548234481443,0.9499999999999998,3.649999999999997,10.587727282079868
2260,local,improved,P-ONE,-619006.6222504538,0.994302846985179,0.9499999999999998,3.6999999999999966,12.921737413853407
2261,local,improved,P-ONE,-619003.9769050588,0.992481656431058,0.9499999999999998,3.7499999999999964,15.567082808818668
2262,local,improved,P-ONE,-619000.9755052598,0.9905000881048164,0.9499999999999998,3.7999999999999963,18.568482607835904
2263,local,improved,P-ONE,-618997.5650796868,0.9883512140428816,0.9499999999999998,3.849999999999996,21.978908180841245
2264,local,improved,P-ONE,-618993.6839098975,0.9860451995554624,0.9499999999999998,3.899999999999996,25.86007797019556
2265,local,improved,P-ONE,-618989.2609077255,0.9835862379444446,0.9499999999999998,3.9499999999999957,30.283080142107792
2266,local,improved,P-ONE,-618981.4657382946,0.9907680529379238,0.9999999999999999,2.7,38.07824957300909
2267,local,improved,P-ONE,-618991.5665389479,0.9927526438523827,0.9999999999999999,2.75,27.977448919788003
2268,local,improved,P-ONE,-618999.3997594803,0.9944591370592089,0.9999999999999999,2.8,20.144228387391195
2269,local,improved,P-ONE,-619005.4257537313,0.995907063699588,0.9999999999999999,2.8499999999999996,14.118234136374667
2270,local,improved,P-ONE,-619010.0062194518,0.9971322261044047,0.9999999999999999,2.8999999999999995,9.53776841587387
2271,local,improved,P-ONE,-619013.4263240489,0.998114771225885,0.9999999999999999,2.9499999999999993,6.117663818760775
2272,local,improved,P-ONE,-619015.9113923385,0.9988848154608301,0.9999999999999999,2.999999999999999,3.6325955291977152
2273,local,improved,P-ONE,-619017.6395670737,0.9994852553603051,0.9999999999999999,3.049999999999999,1.9044207939878106
2274,local,improved,P-ONE,-619018.7514734911,0.9998327470529977,0.9999999999999999,3.0999999999999988,0.7925143765751272
2275,local,improved,P-ONE,-619019.3575987946,1.0000051056908246,0.9999999999999999,3.1499999999999986,0.18638907303102314
2276,local,improved,P-ONE,-619019.5439878677,1.0,0.9999999999999999,3.1999999999999984,0.0
2277,local,improved,P-ONE,-619019.3766047503,0.9998292532689773,0.9999999999999999,3.2499999999999982,0.1673831173684448
2278,local,improved,P-ONE,-619018.9046912722,0.9994875111488454,0.9999999999999999,3.299999999999998,0.6392965954728425
2279,local,improved,P-ONE,-619018.1633446482,0.9989214751285583,0.9999999999999999,3.349999999999998,1.380643219454214
2280,local,improved,P-ONE,-619017.1754557707,0.9982112674298319,0.9999999999999999,3.3999999999999977,2.368532096967101
2281,local,improved,P-ONE,-619015.9531901935,0.9973373767985082,0.9999999999999999,3.4499999999999975,3.590797674143687
2282,local,improved,P-ONE,-619014.499049695,0.9962908797589556,0.9999999999999999,3.4999999999999973,5.0449381726793945
2283,local,improved,P-ONE,-619012.8066247061,0.995073432963231,0.9999999999999999,3.549999999999997,6.73736316151917
2284,local,improved,P-ONE,-619010.8610810419,0.993698775492474,0.9999999999999999,3.599999999999997,8.682906825793907
2285,local,improved,P-ONE,-619008.6394233538,0.9921518262805007,0.9999999999999999,3.649999999999997,10.90456451382488
2286,local,improved,P-ONE,-619006.1105693313,0.9904422156152323,0.9999999999999999,3.6999999999999966,13.433418536325917
2287,local,improved,P-ONE,-619003.2352547967,0.988556388467086,0.9999999999999999,3.7499999999999964,16.30873307096772
2288,local,improved,P-ONE,-618999.9657892103,0.9865155713268203,0.9999999999999999,3.7999999999999963,19.578198657371104
2289,local,improved,P-ONE,-618996.2456681549,0.98431158209434,0.9999999999999999,3.849999999999996,23.29831971274689
2290,local,improved,P-ONE,-618992.0090533325,0.9819412244793932,0.9999999999999999,3.899999999999996,27.534934535156935
2291,local,improved,P-ONE,-618987.1801189014,0.9793952937209047,0.9999999999999999,3.9499999999999957,32.363868966232985
2292,local,improved,P-ONE,-618977.2509377007,0.9873577270847852,1.0499999999999998,2.7,42.293050166917965
2293,local,improved,P-ONE,-618988.2233204264,0.989368360783965,1.0499999999999998,2.75,31.320667441235855
2294,local,improved,P-ONE,-618996.7746970763,0.9911021522783509,1.0499999999999998,2.8,22.7692907913588
2295,local,improved,P-ONE,-619003.3924047649,0.9925675965143873,1.0499999999999998,2.8499999999999996,16.15158310276456
2296,local,improved,P-ONE,-619008.4596023173,0.9937948458625506,1.0499999999999998,2.8999999999999995,11.084385550348088
2297,local,improved,P-ONE,-619012.2785891274,0.9947827361686357,1.0499999999999998,2.9499999999999993,7.265398740302771
2298,local,improved,P-ONE,-619015.0883994397,0.9955532928845785,1.0499999999999998,2.999999999999999,4.455588427954353
2299,local,improved,P-ONE,-619017.0781565504,0.9961174163278127,1.0499999999999998,3.049999999999999,2.4658313172403723
2300,local,improved,P-ONE,-619018.397261214,0.9964756162845385,1.0499999999999998,3.0999999999999988,1.1467266536783427
2301,local,improved,P-ONE,-619019.1631972746,0.9966420746977774,1.0499999999999998,3.1499999999999986,0.38079059310257435
2302,local,improved,P-ONE,-619019.4675293064,0.9966141000054498,1.0499999999999998,3.1999999999999984,0.07645856123417616
2303,local,improved,P-ONE,-619019.38051733,0.9964048846072412,1.0499999999999998,3.2499999999999982,0.16347053763456643
2304,local,improved,P-ONE,-619018.9546649896,0.9960161530986532,1.0499999999999998,3.299999999999998,0.5893228780478239
2305,local,improved,P-ONE,-619018.2274377306,0.9954460389362445,1.0499999999999998,3.349999999999998,1.3165501370094717
2306,local,improved,P-ONE,-619017.2233292237,0.9947045907655074,1.0499999999999998,3.3999999999999977,2.3206586439628154
2307,local,improved,P-ONE,-619015.9554101552,0.9937903908815149,1.0499999999999998,3.4499999999999975,3.588577712420374
2308,local,improved,P-ONE,-619014.4264617903,0.9926999541457325,1.0499999999999998,3.4999999999999973,5.117526077316143
2309,local,improved,P-ONE,-619012.6297714363,0.9914438712105754,1.0499999999999998,3.549999999999997,6.914216431323439
2310,local,improved,P-ONE,-619010.54964842,0.9900120307342423,1.0499999999999998,3.599999999999997,8.99433944770135
2311,local,improved,P-ONE,-619008.1617054814,0.9884091961401842,1.0499999999999998,3.649999999999997,11.382282386301085
2312,local,improved,P-ONE,-619005.4329384706,0.9866352122284917,1.0499999999999998,3.6999999999999966,14.11104939703364
2313,local,improved,P-ONE,-619002.3216298944,0.9847114604637173,1.0499999999999998,3.7499999999999964,17.222357973223552
2314,local,improved,P-ONE,-618998.7770899744,0.9826114069537764,1.0499999999999998,3.7999999999999963,20.76689789327793
2315,local,improved,P-ONE,-618994.7392546498,0.9803296562643088,1.0499999999999998,3.849999999999996,24.80473321781028
2316,local,improved,P-ONE,-618990.1381375358,0.9778924959659517,1.0499999999999998,3.899999999999996,29.405850331881084
2317,local,improved,P-ONE,-618984.8931453167,0.9752789701892256,1.0499999999999998,3.9499999999999957,34.65084255090915
2318,local,improved,P-ONE,-618972.815151599,0.9840221178015329,1.0999999999999999,2.7,46.72883626865223
2319,local,improved,P-ONE,-618984.6708806683,0.9860411134691409,1.0999999999999999,2.75,34.873107199324295
2320,local,improved,P-ONE,-618993.9509778989,0.9877961316110309,1.0999999999999999,2.8,25.593009968753904
2321,local,improved,P-ONE,-619001.1698556062,0.9892750083147336,1.0999999999999999,2.8499999999999996,18.374132261495106
2322,local,improved,P-ONE,-619006.7322111756,0.9905030635091961,1.0999999999999999,2.8999999999999995,12.811776692047715
2323,local,improved,P-ONE,-619010.9575404739,0.9915047535135435,1.0999999999999999,2.9499999999999993,8.586447393754497
2324,local,improved,P-ONE,-619014.0986391627,0.9922729522371393,1.0999999999999999,2.999999999999999,5.4453487049322575
2325,local,improved,P-ONE,-619016.3556517515,0.9928266181154127,1.0999999999999999,3.049999999999999,3.188336116145365
2326,local,improved,P-ONE,-619017.8867923473,0.9931711218703897,1.0999999999999999,3.0999999999999988,1.6571955203544348
2327,local,improved,P-ONE,-619018.8165618434,0.9933252139194692,1.0999999999999999,3.1499999999999986,0.7274260242702439
2328,local,improved,P-ONE,-619019.2420632177,0.9932784189830937,1.0999999999999999,3.1999999999999984,0.3019246499752626
2329,local,improved,P-ONE,-619019.2378635092,0.9930432415371246,1.0999999999999999,3.2499999999999982,0.3061243584379554
2330,local,improved,P-ONE,-619018.8597327326,0.9926264515534863,1.0999999999999999,3.299999999999998,0.6842551350127906
2331,local,improved,P-ONE,-619018.1475095041,0.9920246560432715,1.0999999999999999,3.349999999999998,1.3964783635456115
2332,local,improved,P-ONE,-619017.127280772,0.991247422797657,1.0999999999999999,3.3999999999999977,2.4167070956900716
2333,local,improved,P-ONE,-619015.8130159448,0.9902891597574934,1.0999999999999999,3.4499999999999975,3.7309719228651375
2334,local,improved,P-ONE,-619014.2077642649,0.9891587998610408,1.0999999999999999,3.4999999999999973,5.336223602760583
2335,local,improved,P-ONE,-619012.3044949933,0.9878545934767726,1.0999999999999999,3.549999999999997,7.239492874359712
2336,local,improved,P-ONE,-619010.086643874,0.9863738939288235,1.0999999999999999,3.599999999999997,9.457343993708491
2337,local,improved,P-ONE,-619007.5284124105,0.9847356453536339,1.0999999999999999,3.649999999999997,12.01557545713149
2338,local,improved,P-ONE,-619004.594853136,0.9829108745158889,1.0999999999999999,3.6999999999999966,14.949134731665254
2339,local,improved,P-ONE,-619001.241770988,0.9809193825538967,1.0999999999999999,3.7499999999999964,18.302216879674233
2340,local,improved,P-ONE,-618997.4154549167,0.9787528364740743,1.0999999999999999,3.7999999999999963,22.128532950999215
2341,local,improved,P-ONE,-618993.0522547725,0.9764124387362673,1.0999999999999999,3.849999999999996,26.49173309514299
2342,local,improved,P-ONE,-618988.0780100768,0.9739086003226816,1.0999999999999999,3.899999999999996,31.46597779088188
2343,local,improved,P-ONE,-618982.4073329406,0.9712360800693749,1.0999999999999999,3.9499999999999957,37.13665492704604
2344,local,improved,P-ONE,-618968.1692526037,0.980729647877984,1.15,2.7,51.37473526399117
2345,local,improved,P-ONE,-618980.9192762388,0.9827807579092981,1.15,2.75,38.62471162888687
2346,local,improved,P-ONE,-618990.9379180241,0.9845509697398219,1.15,2.8,28.606069843517616
2347,local,improved,P-ONE,-618998.766752441,0.986034685907919,1.15,2.8499999999999996,20.777235426707193
2348,local,improved,P-ONE,-619004.8320870566,0.987270612760662,1.15,2.8999999999999995,14.711900811060332
2349,local,improved,P-ONE,-619009.4706732731,0.9882703524395811,1.15,2.9499999999999993,10.073314594570547
2350,local,improved,P-ONE,-619012.9491171828,0.9890363427774067,1.15,2.999999999999999,6.594870684901252
2351,local,improved,P-ONE,-619015.4786234056,0.9895866769623554,1.15,3.049999999999999,4.065364462090656
2352,local,improved,P-ONE,-619017.2262497924,0.9899208060857582,1.15,3.0999999999999988,2.317738075274974
2353,local,improved,P-ONE,-619018.3235369916,0.9900534929087493,1.15,3.1499999999999986,1.2204508760478348
2354,local,improved,P-ONE,-619018.8731428664,0.9899865098407165,1.15,3.1999999999999984,0.6708450012374669
2355,local,improved,P-ONE,-619018.9539516172,0.9897299848840424,1.15,3.2499999999999982,0.5900362504180521
2356,local,improved,P-ONE,-619018.6250042845,0.9892837887398959,1.15,3.299999999999998,0.918983583105728
2357,local,improved,P-ONE,-619017.9285129707,0.9886559335283696,1.15,3.349999999999998,1.6154748969711363
2358,local,improved,P-ONE,-619016.8921534873,0.9878403905075881,1.15,3.3999999999999977,2.6518343803472817
2359,local,improved,P-ONE,-619015.5307864242,0.9868437877302816,1.15,3.4499999999999975,4.013201443478465
2360,local,improved,P-ONE,-619013.847717694,0.9856695565234614,1.15,3.4999999999999973,5.696270173648372
2361,local,improved,P-ONE,-619011.8355850996,0.9843341570093029,1.15,3.549999999999997,7.708402768010274
2362,local,improved,P-ONE,-619009.4769342202,0.9828093096210448,1.15,3.599999999999997,10.067053647479042
2363,local,improved,P-ONE,-619006.7445365773,0.9811069647888745,1.15,3.649999999999997,12.799451290396973
2364,local,improved,P-ONE,-619003.6014821377,0.979233296019045,1.15,3.6999999999999966,15.942505729966797
2365,local,improved,P-ONE,-619000.0010773526,0.9771782755062215,1.15,3.7499999999999964,19.5429105150979
2366,local,improved,P-ONE,-618995.886566508,0.9749550630670544,1.15,3.7999999999999963,23.657421359675936
2367,local,improved,P-ONE,-618991.1906905106,0.9725610070820045,1.15,3.849999999999996,28.3532973570982
2368,local,improved,P-ONE,-618985.8350903899,0.9699931902821004,1.15,3.899999999999996,33.708897477714345
2369,local,improved,P-ONE,-618979.729559046,0.9672532308071622,1.15,3.9499999999999957,39.814428821671754
2370,local,improved,P-ONE,-618963.3231759558,0.9774803900181057,1.1999999999999997,2.7,56.22081191185862
2371,local,improved,P-ONE,-618976.9777096974,0.9795661532208811,1.1999999999999997,2.75,42.56627817021217
2372,local,improved,P-ONE,-618987.7440574665,0.9813472623976305,1.1999999999999997,2.8,31.799930401146412
2373,local,improved,P-ONE,-618996.1910353262,0.9828539937595999,1.1999999999999997,2.8499999999999996,23.352952541434206
2374,local,improved,P-ONE,-619002.7666276491,0.984101098051328,1.1999999999999997,2.8999999999999995,16.777360218577087
2375,local,improved,P-ONE,-619007.8248967764,0.9850952629402763,1.1999999999999997,2.9499999999999993,11.719091091305017
2376,local,improved,P-ONE,-619011.646304324,0.9858472430120098,1.1999999999999997,2.999999999999999,7.8976835436187685
2377,local,improved,P-ONE,-619014.4531514227,0.9863882561652871,1.1999999999999997,3.049999999999999,5.090836444986053
2378,local,improved,P-ONE,-619016.4213677839,0.9867083599029604,1.1999999999999997,3.0999999999999988,3.1226200837409124
2379,local,improved,P-ONE,-619017.6895553314,0.9868267477530914,1.1999999999999997,3.1499999999999986,1.8544325362890959
2380,local,improved,P-ONE,-619018.3659414891,0.9867442617356226,1.1999999999999997,3.1999999999999984,1.1780463785398751
2381,local,improved,P-ONE,-619018.5337365592,0.986458345873249,1.1999999999999997,3.2499999999999982,1.0102513084420934
2382,local,improved,P-ONE,-619018.2552573977,0.9859812875108411,1.1999999999999997,3.299999999999998,1.2887304699979722
2383,local,improved,P-ONE,-619017.5750896453,0.985323350898505,1.1999999999999997,3.349999999999998,1.9688982223160565
2384,local,improved,P-ONE,-619016.5224940747,0.9844857373607555,1.1999999999999997,3.3999999999999977,3.021493792999536
