Spectral index,fixed,ts,$-2\Delta$ LLH,nb,Flux normalization relative to baseline flux
2.8556387671008383,Flux normalization relative to baseline flux,4839.695638096489,3.346186916552142,0.9645416432883973,0.4285714285714286
2.8827482235445525,Flux normalization relative to baseline flux,4839.355667752616,3.006216572678568,0.9628949681386696,0.4612244897959184
2.9089763117479377,Flux normalization relative to baseline flux,4839.0379477239,2.6884965439630832,0.9612719037053595,0.4938775510204082
2.9344905844941414,Flux normalization relative to baseline flux,4838.7410676047275,2.3916164247903,0.9596574206601993,0.526530612244898
2.959309011473245,Flux normalization relative to baseline flux,4838.463891012518,2.1144398325805014,0.9580566482027734,0.5591836734693878
2.9834715457293144,Flux normalization relative to baseline flux,4838.2055044638155,1.856053283878282,0.9564657955686863,0.5918367346938775
3.007043053338882,Flux normalization relative to baseline flux,4837.965179427516,1.6157282475787724,0.954877533820674,0.6244897959183674
3.030034372799696,Flux normalization relative to baseline flux,4837.742343023006,1.3928918430683552,0.9532900965783927,0.6571428571428573
3.0524383302747515,Flux normalization relative to baseline flux,4837.536555003655,1.1871038237177345,0.9517004909620108,0.689795918367347
3.074252249711264,Flux normalization relative to baseline flux,4837.347488992224,0.998037812286384,0.9501063093669829,0.7224489795918367
3.0954453769695727,Flux normalization relative to baseline flux,4837.174916558939,0.8254653790017983,0.9485058770800731,0.7551020408163265
3.115961356487261,Flux normalization relative to baseline flux,4837.018693079466,0.66924189952897,0.9468920791213018,0.7877551020408164
3.135819909130346,Flux normalization relative to baseline flux,4836.878744417953,0.5292932380161801,0.9452777986999515,0.8204081632653062
3.1549061441636894,Flux normalization relative to baseline flux,4836.755054316923,0.4056031369855191,0.943648821380482,0.8530612244897959
3.1731797373295154,Flux normalization relative to baseline flux,4836.647651467274,0.2982002873368401,0.9420104191926724,0.8857142857142857
3.190626012605738,Flux normalization relative to baseline flux,4836.556596910039,0.207145730101729,0.9403592697379306,0.9183673469387756
3.2071625689624916,Flux normalization relative to baseline flux,4836.481971619015,0.13252043907777988,0.9386998936869083,0.9510204081632654
3.222769010839323,Flux normalization relative to baseline flux,4836.4238646574395,0.07441347750227578,0.9370317749824724,0.9836734693877551
3.2374261817891994,Flux normalization relative to baseline flux,4836.382362530583,0.03291135064591799,0.9353590033378714,1.0163265306122449
3.251113099385949,Flux normalization relative to baseline flux,4836.357540138013,0.00808895807585941,0.9336793310156314,1.0489795918367348
3.2638521378151855,Flux normalization relative to baseline flux,4836.349453724863,2.5449262466281652e-06,0.9319971473823907,1.0816326530612246
3.2756439001298223,Flux normalization relative to baseline flux,4836.358135986492,0.008684806554811075,0.9303142510700577,1.1142857142857143
3.286565305892658,Flux normalization relative to baseline flux,4836.383593271188,0.03414209125094203,0.9286319321281056,1.146938775510204
3.2966184667117022,Flux normalization relative to baseline flux,4836.425804689824,0.07635350988675782,0.926952759853401,1.179591836734694
3.3058664212398834,Flux normalization relative to baseline flux,4836.484722674373,0.13527149443598319,0.9252772448899221,1.2122448979591838
3.314367889985957,Flux normalization relative to baseline flux,4836.560274677587,0.2108234976494714,0.9236076299512812,1.2448979591836735
3.3221767440642265,Flux normalization relative to baseline flux,4836.652365569178,0.30291438924086833,0.9219411402447579,1.2775510204081633
3.329321066667101,Flux normalization relative to baseline flux,4836.760880346008,0.41142916607077495,0.92028821894426,1.310204081632653
3.3358905284303066,Flux normalization relative to baseline flux,4836.885687113943,0.5362359340060721,0.9186409210827112,1.342857142857143
3.34192912500452,Flux normalization relative to baseline flux,4837.026639781214,0.6771886012766117,0.9170022415649385,1.3755102040816327
3.347474781564251,Flux normalization relative to baseline flux,4837.183580731298,0.8341295513610021,0.9153727605194214,1.4081632653061225
3.352572069724196,Flux normalization relative to baseline flux,4837.356343176258,1.006891996320519,0.9137529126034389,1.4408163265306124
3.357262915316907,Flux normalization relative to baseline flux,4837.544753246383,1.1953020664459473,0.9121426344581234,1.4734693877551022
3.361600306077438,Flux normalization relative to baseline flux,4837.748631798772,1.3991806188350893,0.9105434158764678,1.506122448979592
3.36558399560564,Flux normalization relative to baseline flux,4837.967795961993,1.6183447820558285,0.9089504408515638,1.5387755102040817
3.369272587785013,Flux normalization relative to baseline flux,4838.202060430727,1.8526092507900103,0.9073726567279308,1.5714285714285714
3.372706233567671,Flux normalization relative to baseline flux,4838.451238602071,2.101787422133384,0.9058036843768894,1.6040816326530614
3.3758465376191333,Flux normalization relative to baseline flux,4838.715143379206,2.3656921992687785,0.9042425831910486,1.636734693877551
3.378783294205146,Flux normalization relative to baseline flux,4838.993588055928,2.6441368759906254,0.9026928008596624,1.6693877551020408
3.381500420051821,Flux normalization relative to baseline flux,4839.286386897839,2.936935717902088,0.9011621922186691,1.7020408163265308
3.3840275170706793,Flux normalization relative to baseline flux,4839.593355193804,3.2439040138669952,0.8996212084560824,1.7346938775510206
3.386381745398658,Flux normalization relative to baseline flux,4839.9143106461215,3.5648594661843163,0.898099956030992,1.7673469387755103
3.3885750171102007,Flux normalization relative to baseline flux,4840.249072670263,3.899621490325444,0.896588488605653,1.8
