# energy [eV]			all flavor flux normalized at 1 Mac [eV^-1 cm^-2 s^-1]
9.305720000000000000e+10	1.351860000000000081e-19
1.074610000000000000e+11	1.115410000000000080e-19
1.240940000000000000e+11	9.175719999999999794e-20
1.433010000000000000e+11	7.524719999999999874e-20
1.654820000000000000e+11	6.150780000000000562e-20
1.910950000000000000e+11	5.012060000000000113e-20
2.206730000000000000e+11	4.070759999999999896e-20
2.548300000000000000e+11	3.294790000000000174e-20
2.942730000000000000e+11	2.657039999999999947e-20
3.398210000000000000e+11	2.135989999999999958e-20
3.924190000000000000e+11	1.711030000000000146e-20
4.531580000000000000e+11	1.365379999999999974e-20
5.232990000000000000e+11	1.085370000000000044e-20
6.042960000000000000e+11	8.601619999999999947e-21
6.978310000000000000e+11	6.792269999999999597e-21
8.058420000000000000e+11	5.340780000000000003e-21
9.305720000000000000e+11	4.181970000000000276e-21
1.074610000000000000e+12	3.266969999999999918e-21
1.240940000000000000e+12	2.542269999999999943e-21
1.433010000000000000e+12	1.968330000000000030e-21
1.654820000000000000e+12	1.517760000000000064e-21
1.910950000000000000e+12	1.167929999999999966e-21
2.206730000000000000e+12	8.945570000000000086e-22
2.548300000000000000e+12	6.807339999999999648e-22
2.942730000000000000e+12	5.149910000000000111e-22
3.398210000000000000e+12	3.887090000000000082e-22
3.924190000000000000e+12	2.910040000000000217e-22
4.531580000000000000e+12	2.148489999999999884e-22
5.232990000000000000e+12	1.569219999999999954e-22
6.042960000000000000e+12	1.132210000000000065e-22
6.978310000000000000e+12	7.982889999999999851e-23
8.058420000000000000e+12	5.455560000000000459e-23
9.305720000000000000e+12	3.611229999999999978e-23
1.074610000000000000e+13	2.312590000000000055e-23
1.240940000000000000e+13	1.417139999999999900e-23
1.433010000000000000e+13	8.393009999999999315e-24
1.654820000000000000e+13	4.888870000000000218e-24
1.910950000000000000e+13	2.841809999999999971e-24
2.206730000000000000e+13	1.657029999999999891e-24
2.548300000000000000e+13	9.643879999999999915e-25
2.942730000000000000e+13	5.532879999999999616e-25
3.398210000000000000e+13	3.097639999999999880e-25
3.924190000000000000e+13	1.682469999999999975e-25
4.531580000000000000e+13	8.831849999999999606e-26
5.232990000000000000e+13	4.465190000000000164e-26
6.042960000000000000e+13	2.166119999999999937e-26
6.978310000000000000e+13	1.003959999999999946e-26
8.058420000000000000e+13	4.423170000000000343e-27
9.305720000000000000e+13	1.841029999999999950e-27
1.074610000000000000e+14	7.183969999999999967e-28
1.240940000000000000e+14	2.603140000000000165e-28
1.433010000000000000e+14	8.656310000000000296e-29
1.654820000000000000e+14	2.604169999999999759e-29
1.910950000000000000e+14	6.968630000000000556e-30
2.206730000000000000e+14	1.626200000000000029e-30
2.548300000000000000e+14	3.235210000000000198e-31
2.942730000000000000e+14	5.349350000000000051e-32
3.398210000000000000e+14	7.154219999999999812e-33
3.924190000000000000e+14	7.525640000000000009e-34
4.531580000000000000e+14	6.029939999999999962e-35
5.232990000000000000e+14	3.564219999999999988e-36
6.042960000000000000e+14	1.506119999999999969e-37
6.978310000000000000e+14	4.439249999999999925e-39
8.058420000000000000e+14	8.820919999999999732e-41
9.305720000000000000e+14	1.125339999999999947e-42
1.074610000000000000e+15	9.009810000000000514e-45
1.240940000000000000e+15	4.335889999999999960e-47
1.433010000000000000e+15	1.225900000000000046e-49
1.654820000000000000e+15	1.953819999999999887e-52
1.910950000000000000e+15	1.659090000000000149e-55
2.206730000000000000e+15	7.062239999999999959e-59
2.548300000000000000e+15	1.358169999999999895e-62
2.942730000000000000e+15	9.171589999999999460e-67
3.398210000000000000e+15	1.455500000000000085e-71
3.924190000000000000e+15	2.751649999999999824e-77
4.531580000000000000e+15	2.933579999999999945e-84
5.232990000000000000e+15	4.772509999999999652e-93
6.042960000000000000e+15	6.630719999999999797e-105
6.978310000000000000e+15	0.000000000000000000e+00
8.058420000000000000e+15	0.000000000000000000e+00
9.305720000000000000e+15	0.000000000000000000e+00
1.074610000000000000e+16	0.000000000000000000e+00
1.240940000000000000e+16	0.000000000000000000e+00
1.433010000000000000e+16	0.000000000000000000e+00
1.654820000000000000e+16	0.000000000000000000e+00
1.910950000000000000e+16	0.000000000000000000e+00
2.206730000000000000e+16	0.000000000000000000e+00
2.548300000000000000e+16	0.000000000000000000e+00
2.942730000000000000e+16	0.000000000000000000e+00
3.398210000000000000e+16	0.000000000000000000e+00
3.924190000000000000e+16	0.000000000000000000e+00
4.531580000000000000e+16	0.000000000000000000e+00
5.232990000000000000e+16	0.000000000000000000e+00
6.042960000000000000e+16	0.000000000000000000e+00
6.978310000000000000e+16	0.000000000000000000e+00
8.058420000000000000e+16	0.000000000000000000e+00
9.305720000000000000e+16	0.000000000000000000e+00
