-9.75076e-1; 1.32400e-8
-9.46869e-1; 1.31048e-8
-9.16526e-1; 1.32400e-8
-8.86914e-1; 1.35689e-8
-8.57975e-1; 1.37103e-8
-8.27631e-1; 1.34225e-8
-7.97287e-1; 1.30422e-8
-7.69081e-1; 1.28385e-8
-7.40019e-1; 1.28034e-8
-7.08393e-1; 1.29444e-8
-6.78049e-1; 1.32310e-8
-6.48438e-1; 1.35371e-8
-6.18766e-1; 1.40056e-8
-5.89094e-1; 1.45927e-8
-5.56491e-1; 1.54380e-8
-5.25353e-1; 1.61797e-8
-4.96414e-1; 1.66629e-8
-4.66070e-1; 1.69852e-8
-4.35384e-1; 1.71230e-8
-4.07519e-1; 1.72311e-8
-3.79313e-1; 1.72193e-8
-3.44268e-1; 1.72902e-8
-3.16403e-1; 1.73779e-8
-2.85717e-1; 1.74686e-8
-2.56912e-1; 1.75645e-8
-2.27166e-1; 1.76247e-8
-1.98959e-1; 1.76488e-8
-1.69214e-1; 1.77093e-8
-1.40409e-1; 1.77578e-8
-1.09723e-1; 1.78114e-8
-8.18581e-2; 1.78553e-8
-5.02322e-2; 1.78847e-8
-1.86063e-2; 1.79656e-8
9.25871e-3; 1.80173e-8
3.99444e-2; 1.80396e-8
6.87496e-2; 1.80766e-8
9.84951e-2; 1.83760e-8
1.28241e-1; 1.85427e-8
1.57046e-1; 1.87187e-8
1.85253e-1; 1.89377e-8
2.13521e-1; 1.91912e-8
2.43803e-1; 1.95300e-8
2.71583e-1; 1.99487e-8
2.99790e-1; 2.02652e-8
3.30133e-1; 2.07849e-8
3.60477e-1; 2.14203e-8
3.90821e-1; 2.21204e-8
4.21165e-1; 2.28435e-8
4.51509e-1; 2.36225e-8
4.83989e-1; 2.44950e-8
5.14333e-1; 2.52265e-8
5.43944e-1; 2.58835e-8
5.72884e-1; 2.64644e-8
6.03227e-1; 2.71802e-8
6.33571e-1; 2.78391e-8
6.61168e-1; 2.83472e-8
6.94259e-1; 2.90258e-8
7.22466e-1; 2.94661e-8
7.45971e-1; 2.98926e-8
