,Year,dec,dec_label,era,dp_flux,sigma,scaled_flux
353,2042,0,0°,Plenum-1,1.788723396752394e-14,5,1.7887233967523941
354,2042,0,0°,Plenum-2,1.432424747911292e-14,5,1.4324247479112922
355,2042,0,0°,Plenum-3,9.993583040457926e-15,5,0.9993583040457926
356,2042,30,30°,IceCube,1.7017026983156487e-14,5,1.7017026983156487
357,2042,30,30°,Plenum-1,1.4598054353469127e-14,5,1.4598054353469128
358,2042,30,30°,Plenum-2,9.79732551048051e-15,5,0.9797325510480509
359,2042,30,30°,Plenum-3,8.585829220464542e-15,5,0.8585829220464543
360,2043,-30,-30°,Plenum-1,1.9423450553073847e-14,5,1.9423450553073847
361,2043,-30,-30°,Plenum-2,1.9423450553073847e-14,5,1.9423450553073847
362,2043,-30,-30°,Plenum-3,8.98987097917186e-15,5,0.8989870979171859
363,2043,0,0°,IceCube,3.058139537500677e-14,5,3.058139537500677
364,2043,0,0°,Plenum-1,1.7363968967924587e-14,5,1.7363968967924588
365,2043,0,0°,Plenum-2,1.3711621058841555e-14,5,1.3711621058841554
366,2043,0,0°,Plenum-3,8.742835470591194e-15,5,0.8742835470591195
367,2043,30,30°,IceCube,1.6727975530702713e-14,5,1.6727975530702712
368,2043,30,30°,Plenum-1,1.4283106262207182e-14,5,1.4283106262207181
369,2043,30,30°,Plenum-2,9.336112183127468e-15,5,0.9336112183127468
370,2043,30,30°,Plenum-3,7.853211743612444e-15,5,0.7853211743612444
371,2044,-30,-30°,Plenum-1,1.8746325365064103e-14,5,1.8746325365064103
372,2044,-30,-30°,Plenum-2,1.8746325365064103e-14,5,1.8746325365064103
373,2044,-30,-30°,Plenum-3,7.92603961132069e-15,5,0.792603961132069
374,2044,0,0°,IceCube,3.008907020850736e-14,5,3.008907020850736
375,2044,0,0°,Plenum-1,1.6882647577738386e-14,5,1.6882647577738386
376,2044,0,0°,Plenum-2,1.3170002938865083e-14,5,1.3170002938865084
377,2044,0,0°,Plenum-3,7.862709545418312e-15,5,0.7862709545418312
378,2044,30,30°,IceCube,1.645253426574174e-14,5,1.645253426574174
379,2044,30,30°,Plenum-1,1.3987042124022586e-14,5,1.3987042124022586
380,2044,30,30°,Plenum-2,8.932797685418259e-15,5,0.8932797685418259
381,2044,30,30°,Plenum-3,7.278156334286196e-15,5,0.7278156334286195
382,2045,-30,-30°,Plenum-1,1.8133123296504977e-14,5,1.8133123296504976
383,2045,-30,-30°,Plenum-2,1.8133123296504977e-14,5,1.8133123296504976
384,2045,-30,-30°,Plenum-3,7.163409520685802e-15,5,0.7163409520685802
385,2045,0,0°,IceCube,2.9619011697473325e-14,5,2.9619011697473323
386,2045,0,0°,Plenum-1,1.6437988975641893e-14,5,1.6437988975641893
387,2045,0,0°,Plenum-2,1.2686721740687496e-14,5,1.2686721740687497
388,2045,0,0°,Plenum-3,7.200802212354719e-15,5,0.7200802212354719
389,2045,30,30°,IceCube,1.6189683718750168e-14,5,1.6189683718750167
390,2045,30,30°,Plenum-1,1.3708058111060994e-14,5,1.3708058111060994
391,2045,30,30°,Plenum-2,8.576302682942055e-15,5,0.8576302682942055
392,2045,30,30°,Plenum-3,6.811655850196272e-15,5,0.6811655850196272
393,2046,-30,-30°,Plenum-1,1.7574488819980443e-14,5,1.7574488819980443
394,2046,-30,-30°,Plenum-2,1.7574488819980443e-14,5,1.7574488819980443
395,2046,-30,-30°,Plenum-3,6.582848327209264e-15,5,0.6582848327209264
396,2046,0,0°,IceCube,2.9169609000960906e-14,5,2.9169609000960905
397,2046,0,0°,Plenum-1,1.6025637496930976e-14,5,1.6025637496930976
398,2046,0,0°,Plenum-2,1.225207769817771e-14,5,1.225207769817771
399,2046,0,0°,Plenum-3,6.679940459930359e-15,5,0.6679940459930359
400,2046,30,30°,IceCube,1.5938506952690986e-14,5,1.5938506952690985
401,2046,30,30°,Plenum-1,1.3444592829672148e-14,5,1.3444592829672148
402,2046,30,30°,Plenum-2,8.258293825949215e-15,5,0.8258293825949216
403,2046,30,30°,Plenum-3,6.42307239022376e-15,5,0.642307239022376
404,2047,-30,-30°,Plenum-1,1.7062870289851926e-14,5,1.7062870289851926
405,2047,-30,-30°,Plenum-2,1.7062870289851926e-14,5,1.7062870289851926
406,2047,-30,-30°,Plenum-3,6.1221085228910465e-15,5,0.6122108522891047
407,2047,0,0°,IceCube,2.873940971528302e-14,5,2.873940971528302
408,2047,0,0°,Plenum-1,1.5641820917775892e-14,5,1.5641820917775893
409,2047,0,0°,Plenum-2,1.1858455143199184e-14,5,1.1858455143199185
410,2047,0,0°,Plenum-3,6.256362154832143e-15,5,0.6256362154832144
411,2047,30,30°,IceCube,1.5698176615289187e-14,5,1.5698176615289186
412,2047,30,30°,Plenum-1,1.3195260764813583e-14,5,1.3195260764813583
413,2047,30,30°,Plenum-2,7.972364624906866e-15,5,0.7972364624906866
414,2047,30,30°,Plenum-3,6.0931484779627e-15,5,0.60931484779627
415,2048,-30,-30°,Plenum-1,1.6592089837502243e-14,5,1.6592089837502244
416,2048,-30,-30°,Plenum-2,1.6592089837502243e-14,5,1.6592089837502244
417,2048,-30,-30°,Plenum-3,5.745124077182775e-15,5,0.5745124077182775
418,2048,0,0°,IceCube,2.8327099000553174e-14,5,2.8327099000553173
419,2048,0,0°,Plenum-1,1.5283520588916e-14,5,1.5283520588916
420,2048,0,0°,Plenum-2,1.1499821972294178e-14,5,1.1499821972294177
421,2048,0,0°,Plenum-3,5.903325399990427e-15,5,0.5903325399990427
422,2048,30,30°,IceCube,1.5467945018489152e-14,5,1.546794501848915
423,2048,30,30°,Plenum-1,1.29588458224125e-14,5,1.29588458224125
424,2048,30,30°,Plenum-2,7.713506135078886e-15,5,0.7713506135078886
425,2048,30,30°,Plenum-3,5.808668091894245e-15,5,0.5808668091894246
426,2049,-30,-30°,Plenum-1,1.6157041146187913e-14,5,1.6157041146187914
427,2049,-30,-30°,Plenum-2,1.6157041146187913e-14,5,1.6157041146187914
428,2049,-30,-30°,Plenum-3,5.429326531632584e-15,5,0.5429326531632584
429,2049,0,0°,IceCube,2.7931483864373674e-14,5,2.7931483864373674
430,2049,0,0°,Plenum-1,1.49480273399738e-14,5,1.4948027339973802
431,2049,0,0°,Plenum-2,1.1171301009991658e-14,5,1.1171301009991657
432,2049,0,0°,Plenum-3,5.603245456169967e-15,5,0.5603245456169967
433,2049,30,30°,IceCube,1.524713300669311e-14,5,1.524713300669311
434,2049,30,30°,Plenum-1,1.2734310692020481e-14,5,1.273431069202048
435,2049,30,30°,Plenum-2,7.477733886473842e-15,5,0.7477733886473842
436,2049,30,30°,Plenum-3,5.5600352092796844e-15,5,0.5560035209279685
437,2050,-30,-30°,Plenum-1,1.5753476378433263e-14,5,1.5753476378433264
438,2050,-30,-30°,Plenum-2,1.5753476378433263e-14,5,1.5753476378433264
439,2050,-30,-30°,Plenum-3,5.159824866184303e-15,5,0.5159824866184303
440,2050,0,0°,IceCube,2.7551480527816237e-14,5,2.7551480527816237
441,2050,0,0°,Plenum-1,1.463304282618676e-14,5,1.463304282618676
442,2050,0,0°,Plenum-2,1.0868941425865902e-14,5,1.0868941425865901
443,2050,0,0°,Plenum-3,5.344134968937676e-15,5,0.5344134968937676
444,2050,30,30°,IceCube,1.5035123032637292e-14,5,1.5035123032637292
445,2050,30,30°,Plenum-1,1.2520688003736535e-14,5,1.2520688003736535
446,2050,30,30°,Plenum-2,7.261836498555008e-15,5,0.7261836498555009
447,2050,30,30°,Plenum-3,5.340363692865819e-15,5,0.5340363692865819
448,2018,0,0°,IceCube,3.2643965252320726e-14,2,3.2643965252320726
449,2018,30,30°,IceCube,1.7941331419706557e-14,2,1.7941331419706557
450,2019,0,0°,IceCube,3.061893588118984e-14,2,3.0618935881189837
451,2019,30,30°,IceCube,1.6798717033315192e-14,2,1.6798717033315191
452,2020,0,0°,IceCube,2.8920595995801706e-14,2,2.8920595995801706
453,2020,30,30°,IceCube,1.5842464949841693e-14,2,1.5842464949841693
454,2021,0,0°,IceCube,2.7470328413084406e-14,2,2.7470328413084406
455,2021,30,30°,IceCube,1.5027464424991652e-14,2,1.5027464424991652
456,2022,0,0°,IceCube,2.6213504324611504e-14,2,2.6213504324611505
457,2022,30,30°,IceCube,1.4322438066247392e-14,2,1.4322438066247392
458,2023,0,0°,IceCube,2.5115383445573993e-14,2,2.5115383445573993
459,2023,30,30°,IceCube,1.3704970349879863e-14,2,1.3704970349879864
460,2024,0,0°,IceCube,2.4134527488655627e-14,2,2.413452748865563
461,2024,30,30°,IceCube,1.3158525612808384e-14,2,1.3158525612808385
462,2025,0,0°,IceCube,2.3260379493596596e-14,2,2.3260379493596597
463,2025,0,0°,Plenum-1,2.3260379493596596e-14,2,2.3260379493596597
464,2025,30,30°,IceCube,1.2670607312270568e-14,2,1.2670607312270568
465,2025,30,30°,Plenum-1,1.2670607312270568e-14,2,1.2670607312270568
466,2026,-30,-30°,Plenum-1,8.753206657356328e-14,2,8.753206657356328
467,2026,0,0°,IceCube,2.2473326645579176e-14,2,2.2473326645579177
468,2026,0,0°,Plenum-1,2.1423240419719218e-14,2,2.142324041971922
469,2026,30,30°,IceCube,1.2231570486895473e-14,2,1.2231570486895473
470,2026,30,30°,Plenum-1,1.2104818923674956e-14,2,1.2104818923674956
471,2027,-30,-30°,Plenum-1,5.726687433208502e-14,2,5.726687433208502
472,2027,0,0°,IceCube,2.1759521415069068e-14,2,2.1759521415069067
473,2027,0,0°,Plenum-1,1.995000096747931e-14,2,1.9950000967479309
474,2027,30,30°,IceCube,1.1833856654174119e-14,2,1.183385665417412
475,2027,30,30°,Plenum-1,1.1606827788411451e-14,2,1.1606827788411451
476,2028,-30,-30°,Plenum-1,4.502075131993095e-14,2,4.502075131993095
477,2028,0,0°,IceCube,2.110832078495205e-14,2,2.110832078495205
478,2028,0,0°,Plenum-1,1.8735803817380375e-14,2,1.8735803817380374
479,2028,30,30°,IceCube,1.1471435254155118e-14,2,1.1471435254155118
480,2028,30,30°,Plenum-1,1.1164139211290079e-14,2,1.1164139211290078
481,2029,-30,-30°,Plenum-1,3.290785004290251e-14,2,3.290785004290251
482,2029,0,0°,IceCube,2.0511202329009534e-14,2,2.0511202329009532
483,2029,0,0°,Plenum-1,1.7241332246121388e-14,2,1.7241332246121388
484,2029,30,30°,IceCube,1.1139431268532036e-14,2,1.1139431268532036
485,2029,30,30°,Plenum-1,1.0716347279610769e-14,2,1.071634727961077
486,2030,-30,-30°,Plenum-1,2.6992730308536107e-14,2,2.6992730308536106
487,2030,0,0°,IceCube,1.996108611186714e-14,2,1.996108611186714
488,2030,0,0°,Plenum-1,1.604887890613484e-14,2,1.604887890613484
489,2030,30,30°,IceCube,1.083386155871315e-14,2,1.083386155871315
490,2030,30,30°,Plenum-1,1.031743034383928e-14,2,1.031743034383928
491,2031,-30,-30°,Plenum-1,2.3366015257920777e-14,2,2.336601525792078
492,2031,0,0°,IceCube,1.9452164032705104e-14,2,1.9452164032705104
493,2031,0,0°,Plenum-1,1.5068412591714585e-14,2,1.5068412591714586
494,2031,30,30°,IceCube,1.055144047743224e-14,2,1.055144047743224
495,2031,30,30°,Plenum-1,9.959150100307873e-15,2,0.9959150100307873
496,2032,-30,-30°,Plenum-1,1.9875271253718618e-14,2,1.9875271253718618
497,2032,0,0°,IceCube,1.897957436254368e-14,2,1.897957436254368
498,2032,0,0°,Plenum-1,1.3978091817980299e-14,2,1.3978091817980298
499,2032,30,30°,IceCube,1.0289376952257417e-14,2,1.0289376952257416
500,2032,30,30°,Plenum-1,9.588719125211042e-15,2,0.9588719125211042
501,2033,-30,-30°,Plenum-1,1.7564787589930796e-14,2,1.7564787589930795
502,2033,0,0°,IceCube,1.8539234378833835e-14,2,1.8539234378833835
503,2033,0,0°,Plenum-1,1.3090684405450198e-14,2,1.30906844054502
504,2033,30,30°,IceCube,1.0045401767580777e-14,2,1.0045401767580777
505,2033,30,30°,Plenum-1,9.256045573657428e-15,2,0.9256045573657428
506,2034,-30,-30°,Plenum-1,1.5892171271981083e-14,2,1.5892171271981084
507,2034,0,0°,IceCube,1.812545335627262e-14,2,1.8125453356272618
508,2034,0,0°,Plenum-1,1.2350511062233939e-14,2,1.235051106223394
509,2034,30,30°,IceCube,9.817532518196054e-15,2,0.9817532518196054
510,2034,30,30°,Plenum-1,8.95526994196125e-15,2,0.895526994196125
511,2035,-30,-30°,Plenum-1,1.4611943170702578e-14,2,1.4611943170702577
512,2035,-30,-30°,Plenum-2,1.4611943170702578e-14,2,1.4611943170702577
513,2035,0,0°,IceCube,1.774133646019977e-14,2,1.7741336460199768
514,2035,0,0°,Plenum-1,1.1721132084549299e-14,2,1.17211320845493
515,2035,0,0°,Plenum-2,1.1721132084549299e-14,2,1.17211320845493
516,2035,30,30°,IceCube,9.604088831478717e-15,2,0.9604088831478717
517,2035,30,30°,Plenum-1,8.681582857229138e-15,2,0.8681582857229139
518,2035,30,30°,Plenum-2,8.681582857229138e-15,2,0.8681582857229139
519,2036,-30,-30°,Plenum-1,1.3592342446358369e-14,2,1.359234244635837
520,2036,-30,-30°,Plenum-2,1.3592342446358369e-14,2,1.359234244635837
521,2036,0,0°,IceCube,1.7379215694283327e-14,2,1.7379215694283328
522,2036,0,0°,Plenum-1,1.1177540908366662e-14,2,1.1177540908366663
523,2036,0,0°,Plenum-2,1.05890054193365e-14,2,1.05890054193365
524,2036,30,30°,IceCube,9.40362476178068e-15,2,0.940362476178068
525,2036,30,30°,Plenum-1,8.43113437941596e-15,2,0.843113437941596
526,2036,30,30°,Plenum-2,7.638021098041449e-15,2,0.7638021098041449
527,2037,-30,-30°,Plenum-1,1.275605248937275e-14,2,1.275605248937275
528,2037,-30,-30°,Plenum-2,1.275605248937275e-14,2,1.275605248937275
529,2037,0,0°,IceCube,1.703760022803803e-14,2,1.703760022803803
530,2037,0,0°,Plenum-1,1.0701992999959036e-14,2,1.0701992999959036
531,2037,0,0°,Plenum-2,9.728560980369304e-15,2,0.9728560980369304
532,2037,30,30°,IceCube,9.214895150382648e-15,2,0.9214895150382648
533,2037,30,30°,Plenum-1,8.200870218499284e-15,2,0.8200870218499284
534,2037,30,30°,Plenum-2,6.893070460285976e-15,2,0.6893070460285976
535,2038,-30,-30°,Plenum-1,1.205436755772745e-14,2,1.205436755772745
536,2038,-30,-30°,Plenum-2,1.205436755772745e-14,2,1.205436755772745
537,2038,0,0°,IceCube,1.6715040020288288e-14,2,1.6715040020288288
538,2038,0,0°,Plenum-1,1.0281458691178029e-14,2,1.028145869117803
539,2038,0,0°,Plenum-2,9.047349230318074e-15,2,0.9047349230318075
540,2038,30,30°,IceCube,9.036794989261416e-15,2,0.9036794989261416
541,2038,30,30°,Plenum-1,7.988171972304329e-15,2,0.7988171972304329
542,2038,30,30°,Plenum-2,6.327664034428954e-15,2,0.6327664034428954
543,2039,-30,-30°,Plenum-1,1.1454906960101474e-14,2,1.1454906960101474
544,2039,-30,-30°,Plenum-2,1.1454906960101474e-14,2,1.1454906960101474
545,2039,0,0°,IceCube,1.6409834582197376e-14,2,1.6409834582197376
546,2039,0,0°,Plenum-1,9.907047783837638e-15,2,0.9907047783837638
547,2039,0,0°,Plenum-2,8.491849451416154e-15,2,0.8491849451416154
548,2039,30,30°,IceCube,8.868382892203355e-15,2,0.8868382892203355
549,2039,30,30°,Plenum-1,7.790951714004823e-15,2,0.7790951714004822
550,2039,30,30°,Plenum-2,5.879964948919212e-15,2,0.5879964948919212
551,2040,-30,-30°,Plenum-1,1.0935189839283558e-14,2,1.093518983928356
552,2040,-30,-30°,Plenum-2,1.0935189839283558e-14,2,1.093518983928356
553,2040,-30,-30°,Plenum-3,1.0935189839283558e-14,2,1.093518983928356
554,2040,0,0°,IceCube,1.6120491862679147e-14,2,1.6120491862679147
555,2040,0,0°,Plenum-1,9.56913590146828e-15,2,0.956913590146828
556,2040,0,0°,Plenum-2,8.026333264878749e-15,2,0.8026333264878749
557,2040,0,0°,Plenum-3,8.026333264878749e-15,2,0.8026333264878749
558,2040,30,30°,IceCube,8.70881375858346e-15,2,0.870881375858346
559,2040,30,30°,Plenum-1,7.60743341705017e-15,2,0.760743341705017
560,2040,30,30°,Plenum-2,5.514281657037316e-15,2,0.5514281657037315
561,2040,30,30°,Plenum-3,5.514281657037316e-15,2,0.5514281657037315
562,2041,-30,-30°,Plenum-1,1.04791023052383e-14,2,1.0479102305238301
563,2041,-30,-30°,Plenum-2,1.04791023052383e-14,2,1.0479102305238301
564,2041,-30,-30°,Plenum-3,6.880058768824875e-15,2,0.6880058768824875
565,2041,0,0°,IceCube,1.584570003579469e-14,2,1.584570003579469
566,2041,0,0°,Plenum-1,9.263065120215143e-15,2,0.9263065120215143
567,2041,0,0°,Plenum-2,7.62935206218023e-15,2,0.762935206218023
568,2041,0,0°,Plenum-3,6.094419784983957e-15,2,0.6094419784983958
569,2041,30,30°,IceCube,8.55734711026196e-15,2,0.855734711026196
570,2041,30,30°,Plenum-1,7.436075874672839e-15,2,0.7436075874672838
571,2041,30,30°,Plenum-2,5.208390748543944e-15,2,0.5208390748543944
572,2041,30,30°,Plenum-3,4.836943610922697e-15,2,0.4836943610922697
573,2042,-30,-30°,Plenum-1,1.0074712477491148e-14,2,1.0074712477491148
574,2042,-30,-30°,Plenum-2,1.0074712477491148e-14,2,1.0074712477491148
575,2042,-30,-30°,Plenum-3,5.416135063016122e-15,2,0.5416135063016122
576,2042,0,0°,IceCube,1.5584275333010022e-14,2,1.5584275333010023
577,2042,0,0°,Plenum-1,8.98413458580917e-15,2,0.898413458580917
578,2042,0,0°,Plenum-2,7.285490529032202e-15,2,0.7285490529032203
579,2042,0,0°,Plenum-3,5.104943176046491e-15,2,0.5104943176046491
580,2042,30,30°,IceCube,8.413319214374689e-15,2,0.8413319214374689
581,2042,30,30°,Plenum-1,7.275651389324303e-15,2,0.7275651389324304
582,2042,30,30°,Plenum-2,4.947704490088678e-15,2,0.4947704490088678
583,2042,30,30°,Plenum-3,4.35924233066493e-15,2,0.43592423306649297
584,2043,-30,-30°,Plenum-1,9.713000321309075e-15,2,0.9713000321309075
585,2043,-30,-30°,Plenum-2,9.713000321309075e-15,2,0.9713000321309075
586,2043,-30,-30°,Plenum-3,4.605560446426178e-15,2,0.46055604464261785
587,2043,0,0°,IceCube,1.5335178702363286e-14,2,1.5335178702363286
588,2043,0,0°,Plenum-1,8.728628472709225e-15,2,0.8728628472709224
589,2043,0,0°,Plenum-2,6.983978499553477e-15,2,0.6983978499553477
590,2043,0,0°,Plenum-3,4.478746361962043e-15,2,0.4478746361962043
591,2043,30,30°,IceCube,8.276163296577915e-15,2,0.8276163296577915
592,2043,30,30°,Plenum-1,7.124971283254351e-15,2,0.7124971283254351
593,2043,30,30°,Plenum-2,4.722106957545119e-15,2,0.47221069575451186
594,2043,30,30°,Plenum-3,3.999133220775518e-15,2,0.3999133220775518
595,2044,-30,-30°,Plenum-1,9.386999362378104e-15,2,0.9386999362378103
596,2044,-30,-30°,Plenum-2,9.386999362378104e-15,2,0.9386999362378103
597,2044,-30,-30°,Plenum-3,4.073851642973814e-15,2,0.4073851642973814
598,2044,0,0°,IceCube,1.5097476347651623e-14,2,1.5097476347651622
599,2044,0,0°,Plenum-1,8.493446330712242e-15,2,0.8493446330712242
600,2044,0,0°,Plenum-2,6.716792830270506e-15,2,0.6716792830270506
601,2044,0,0°,Plenum-3,4.0371210737229945e-15,2,0.40371210737229946
602,2044,30,30°,IceCube,8.145346999659198e-15,2,0.8145346999659198
603,2044,30,30°,Plenum-1,6.983164806809235e-15,2,0.6983164806809234
604,2044,30,30°,Plenum-2,4.524415293186918e-15,2,0.4524415293186918
605,2044,30,30°,Plenum-3,3.71519234654697e-15,2,0.37151923465469705
606,2045,-30,-30°,Plenum-1,9.091227495350565e-15,2,0.9091227495350565
607,2045,-30,-30°,Plenum-2,9.091227495350565e-15,2,0.9091227495350565
608,2045,-30,-30°,Plenum-3,3.690989738828389e-15,2,0.3690989738828389
609,2045,0,0°,IceCube,1.4870330976632824e-14,2,1.4870330976632824
610,2045,0,0°,Plenum-1,8.276018186869894e-15,2,0.8276018186869895
611,2045,0,0°,Plenum-2,6.477878329936457e-15,2,0.6477878329936457
612,2045,0,0°,Plenum-3,3.704288781889282e-15,2,0.37042887818892817
613,2045,30,30°,IceCube,8.020399285422904e-15,2,0.8020399285422903
614,2045,30,30°,Plenum-1,6.849372884532447e-15,2,0.6849372884532446
615,2045,30,30°,Plenum-2,4.34934276731849e-15,2,0.434934276731849
616,2045,30,30°,Plenum-3,3.4842236555588754e-15,2,0.3484223655558875
617,2046,-30,-30°,Plenum-1,8.821314406062643e-15,2,0.8821314406062642
618,2046,-30,-30°,Plenum-2,8.821314406062643e-15,2,0.8821314406062642
619,2046,-30,-30°,Plenum-3,3.3985142396089594e-15,2,0.33985142396089596
620,2046,0,0°,IceCube,1.465298721669145e-14,2,1.4652987216691449
621,2046,0,0°,Plenum-1,8.074263204383077e-15,2,0.8074263204383076
622,2046,0,0°,Plenum-2,6.2626071731517824e-15,2,0.6262607173151783
623,2046,0,0°,Plenum-3,3.441841366706633e-15,2,0.3441841366706633
624,2046,30,30°,IceCube,7.900898280708484e-15,2,0.7900898280708485
625,2046,30,30°,Plenum-1,6.722882819422554e-15,2,0.6722882819422554
626,2046,30,30°,Plenum-2,4.1929017235592115e-15,2,0.41929017235592114
627,2046,30,30°,Plenum-3,3.290911348225074e-15,2,0.3290911348225074
628,2047,-30,-30°,Plenum-1,8.57372623765178e-15,2,0.857372623765178
629,2047,-30,-30°,Plenum-2,8.57372623765178e-15,2,0.857372623765178
630,2047,-30,-30°,Plenum-3,3.1657584916914186e-15,2,0.3165758491691419
631,2047,0,0°,IceCube,1.444476482707785e-14,2,1.444476482707785
632,2047,0,0°,Plenum-1,7.886285839489858e-15,2,0.7886285839489857
633,2047,0,0°,Plenum-2,6.067310862388375e-15,2,0.6067310862388375
634,2047,0,0°,Plenum-3,3.2279749852490763e-15,2,0.32279749852490763
635,2047,30,30°,IceCube,7.786462903777718e-15,2,0.7786462903777718
636,2047,30,30°,Plenum-1,6.6030348094410055e-15,2,0.6603034809441005
637,2047,30,30°,Plenum-2,4.052017621161727e-15,2,0.40520176211617265
638,2047,30,30°,Plenum-3,3.126351297446805e-15,2,0.3126351297446805
639,2048,-30,-30°,Plenum-1,8.345559440200814e-15,2,0.8345559440200814
640,2048,-30,-30°,Plenum-2,8.345559440200814e-15,2,0.8345559440200814
641,2048,-30,-30°,Plenum-3,2.974891740581669e-15,2,0.29748917405816694
642,2048,0,0°,IceCube,1.4245046385053378e-14,2,1.4245046385053377
643,2048,0,0°,Plenum-1,7.71072126887491e-15,2,0.7710721268874909
644,2048,0,0°,Plenum-2,5.889089934328231e-15,2,0.5889089934328231
645,2048,0,0°,Plenum-3,3.0494668223914157e-15,2,0.30494668223914156
646,2048,30,30°,IceCube,7.676747176379997e-15,2,0.7676747176379997
647,2048,30,30°,Plenum-1,6.4892582573045605e-15,2,0.6489258257304561
648,2048,30,30°,Plenum-2,3.924280224835011e-15,2,0.3924280224835011
649,2048,30,30°,Plenum-3,2.9842272811099802e-15,2,0.298422728110998
650,2049,-30,-30°,Plenum-1,8.13440563384094e-15,2,0.813440563384094
651,2049,-30,-30°,Plenum-2,8.13440563384094e-15,2,0.813440563384094
652,2049,-30,-30°,Plenum-3,2.8146625714795676e-15,2,0.28146625714795676
653,2049,0,0°,IceCube,1.4053271268100723e-14,2,1.4053271268100722
654,2049,0,0°,Plenum-1,7.546226462848877e-15,2,0.7546226462848877
655,2049,0,0°,Plenum-2,5.725586216517045e-15,2,0.5725586216517045
656,2049,0,0°,Plenum-3,2.8975016390700244e-15,2,0.2897501639070024
657,2049,30,30°,IceCube,7.571437649907539e-15,2,0.7571437649907539
658,2049,30,30°,Plenum-1,6.381098309273677e-15,2,0.6381098309273676
659,2049,30,30°,Plenum-2,3.8077798558974955e-15,2,0.38077798558974957
660,2049,30,30°,Plenum-3,2.859756617514454e-15,2,0.2859756617514454
661,2050,-30,-30°,Plenum-1,7.93827837860104e-15,2,0.793827837860104
662,2050,-30,-30°,Plenum-2,7.93827837860104e-15,2,0.793827837860104
663,2050,-30,-30°,Plenum-3,2.6776669361594628e-15,2,0.2677666936159463
664,2050,0,0°,IceCube,1.38689307259898e-14,2,1.38689307259898
665,2050,0,0°,Plenum-1,7.391689853998888e-15,2,0.7391689853998888
666,2050,0,0°,Plenum-2,5.574901983627238e-15,2,0.5574901983627238
667,2050,0,0°,Plenum-3,2.7661128142125115e-15,2,0.27661128142125113
668,2050,30,30°,IceCube,7.470246975853503e-15,2,0.7470246975853503
669,2050,30,30°,Plenum-1,6.278093466121287e-15,2,0.6278093466121287
670,2050,30,30°,Plenum-2,3.700958799730226e-15,2,0.37009587997302257
671,2050,30,30°,Plenum-3,2.7495739389492336e-15,2,0.27495739389492335
