Spectral index,fixed,ts,$-2\Delta$ LLH,nb,Flux normalization relative to baseline flux
2.0,Spectral index,2738.5999944433142,2.3879897159918073,0.9883024206231588,0.5178526412545167
2.05,Spectral index,2738.2686866929507,2.056681965628286,0.9860304234636269,0.794976060593789
2.1,Spectral index,2737.9297558631997,1.717751135877279,0.9837900670526056,1.165424936782405
2.15,Spectral index,2737.5969033011834,1.3848985738609372,0.9816275712462171,1.6428557880807677
2.2,Spectral index,2737.282230055994,1.0702253286717678,0.9795592201150373,2.2394562461233782
2.25,Spectral index,2736.9960137892417,0.7840090619192779,0.9776094281280687,2.9631202458597805
2.3,Spectral index,2736.746627227002,0.5346224996796991,0.9757978383581192,3.8182069469791595
2.35,Spectral index,2736.5405506299294,0.3285459026069475,0.9740972721436596,4.80348452078283
2.4,Spectral index,2736.3824342184535,0.17042949113101713,0.9726455663888817,5.904479693303185
2.45,Spectral index,2736.2751952933963,0.06319056607389939,0.9713279730040751,7.112623727938219
2.5,Spectral index,2736.220109634303,0.008104906980406668,0.9702318600325878,8.398539182029207
2.55,Spectral index,2736.216915094985,0.004910367662432691,0.9693480909142225,9.735305973310298
2.6,Spectral index,2736.2874623172247,0.07545758990227114,0.9711278609442145,10.0
2.65,Spectral index,2736.4511524344407,0.2391477071182635,0.973291752525688,10.0
2.7,Spectral index,2736.6699887126897,0.4579839853672638,0.97521930788216,10.0
2.75,Spectral index,2736.916920939474,0.7049162121516019,0.9769324231126302,10.0
2.8,Spectral index,2737.1738934392815,0.9618887119590909,0.97845087671669,10.0
2.85,Spectral index,2737.429200993278,1.2171962659554083,0.9797920807185206,10.0
2.9,Spectral index,2737.6755918950066,1.4635871676841816,0.9809723169834272,10.0
2.95,Spectral index,2737.908903929681,1.6968992023585088,0.9820061990269852,10.0
3.0,Spectral index,2738.127085147469,1.9150804201467508,0.9829073997845735,10.0
3.05,Spectral index,2738.3294946360547,2.1174899087322956,0.9836881615211992,10.0
3.1,Spectral index,2738.516407628572,2.304402901249432,0.9843596388349327,10.0
3.1500000000000004,Spectral index,2738.6886694963,2.476664768977571,0.9849320947004827,10.0
3.2,Spectral index,2738.847457659084,2.6354529317613924,0.98541412090942,10.0
3.25,Spectral index,2738.994121096986,2.7821163696635267,0.9858137996291055,10.0
3.3,Spectral index,2739.130075106031,2.9180703787087623,0.9861377838346396,10.0
3.35,Spectral index,2739.2563134628404,3.044308735517916,0.9868319038038248,9.65288840849613
3.4000000000000004,Spectral index,2739.3634594174005,3.151454690078026,0.9889383121006609,8.135516809438089
3.45,Spectral index,2739.5730111127864,3.361006385463952,0.9985697257065862,1.0001301200270967
3.5,Spectral index,2739.5844183327927,3.3724136054702285,0.9985803884266198,1.0000976270226434
3.55,Spectral index,2739.595049867566,3.3830451402436665,0.9985844674190013,1.0000674250966852
3.6,Spectral index,2739.6050495679083,3.393044840585844,0.9985820593380018,1.0000386403527195
3.6500000000000004,Spectral index,2739.6145450815457,3.4025403542232198,0.9985737581244561,1.0000113726297966
3.7,Spectral index,2739.6236507453677,3.411646018045303,0.998559745973407,0.9999850205090206
3.75,Spectral index,2739.6324700147056,3.4204652873831947,0.9985399813941198,0.9999589962314961
3.8,Spectral index,2739.641097588638,3.4290928613154392,0.9985144668316227,0.9999328550947255
3.85,Spectral index,2739.649621263899,3.43761653657657,0.9984834809067874,0.999906283119767
3.9000000000000004,Spectral index,2739.658123553385,3.446118826062502,0.9984467720368894,0.9998787697173982
3.95,Spectral index,2739.623917579718,3.4119128523957443,0.9999981978180928,0.001
4.0,Spectral index,2739.6239259306485,3.4119212033260737,0.9999979821416671,0.001
4.050000000000001,Spectral index,2739.623934434585,3.411929707262516,0.9999978734592418,0.001
4.1,Spectral index,2739.6239431601507,3.411938432828265,0.9999977832610651,0.001
4.15,Spectral index,2739.6239521758016,3.411947448479168,0.9999973625652318,0.001
4.2,Spectral index,2739.6239615501645,3.4119568228420576,0.9999972032457763,0.001
4.25,Spectral index,2739.6239713537343,3.4119666264118678,0.9999968942568546,0.001
4.300000000000001,Spectral index,2739.6239816583166,3.411976930994115,0.9999979247656543,0.001
4.35,Spectral index,2739.623992540959,3.4119878136366424,0.9999966030755273,0.001
4.4,Spectral index,2739.62400407902,3.411999351697432,0.9999976403536005,0.001
4.45,Spectral index,2739.6240163579796,3.4120116306571617,0.9999975668038636,0.001
4.5,Spectral index,2739.6240294667327,3.412024739410299,0.9999973981404099,0.001
2.23781220291641,Flux normalization relative to baseline flux,2737.291168016246,1.0791632889236098,0.9842138726540226,1.8289918961110179
2.255755099116408,Flux normalization relative to baseline flux,2737.1751889995444,0.9631842722219517,0.9833392835192829,2.0716132700849283
2.272254208121408,Flux normalization relative to baseline flux,2737.072613108578,0.860608381255588,0.9825330313413024,2.314234644058839
2.287552991964305,Flux normalization relative to baseline flux,2736.9812558649755,0.7692511376531002,0.9817830553015746,2.5568560180327498
2.301846182767869,Flux normalization relative to baseline flux,2736.8994447319274,0.6874400046049232,0.9810806840003656,2.79947739200666
2.3152772962234556,Flux normalization relative to baseline flux,2736.8258678389734,0.6138631116509714,0.9804188055143741,3.0420987659805703
2.327967933940662,Flux normalization relative to baseline flux,2736.75947539578,0.5474706684576631,0.9797925693270718,3.2847201399544814
2.3399682530860777,Flux normalization relative to baseline flux,2736.699413060825,0.4874083335025716,0.9791973747047654,3.5273415139283917
2.351457730981878,Flux normalization relative to baseline flux,2736.644975288535,0.43297056121264177,0.9786283827167145,3.7699628879023024
