# Energy/TeV  E^2*dN/dE
E flux flux_err_minus flux_err_plus E_err_minus E_err_plus
2.0000000e+13   4.0320001e-12   8.0000001e-13   8.0000001e-13   4.1000000e+12 5.1700000e+12
3.1600000e+13   3.2640000e-12   4.6720001e-13   4.6720001e-13   6.5000000e+12 8.1900000e+12
5.0100000e+13   2.9920000e-12   3.0400000e-13   3.0400000e-13   1.0300000e+13 1.3000000e+13
7.9400000e+13   1.4128000e-12   2.0160000e-13   2.0160000e-13   1.6300000e+13 2.0600000e+13
1.2600000e+14   1.1968000e-12   1.8560000e-13   1.8560000e-13   2.5900000e+13 3.2600000e+13
2.0000000e+14   3.4240001e-13   1.3824000e-13   1.1520000e-13   4.1000000e+13 5.1700000e+13
3.1600000e+14   1.2816000e-13   1.1968000e-13   8.7040001e-14   6.5000000e+13 8.1900000e+13
5.0100000e+14   6.9440001e-14   1.3456000e-13   4.7040001e-14   1.0300000e+14 1.3000000e+14
